college_name,department_name,first_step_one_subject,first_step_one_point,first_step_one_ratio,first_step_two_subject,first_step_two_point,first_step_two_ratio,first_step_three_subject,first_step_three_point,first_step_three_ratio,first_step_four_subject,first_step_four_point,first_step_four_ratio,first_step_five_subject,first_step_five_point,first_step_five_ratio,second_step_one_ratio,second_step_two_ratio,second_step_three_ratio,second_step_four_ratio,second_step_five_ratio,second_step_all_ratio,second_step_one_subject,second_step_one_point,second_step_one_all_ratio,second_step_two_subject,second_step_two_point,second_step_two_all_ratio,second_step_three_subject,second_step_three_point, second_step_three_all_ratio,second_step_four_subject,second_step_four_point,second_step_four_all_ratio,second_step_five_subject,second_step_five_point,second_step_five_all_ratio,final_order,thing,order_select,found
中山醫學大學,語言治療與聽力學系語言治療組,國文,--,3.0,英文,均標,3.0,數學A,--,3.0,自然,均標,3.0,,,,*1.00,*1.50,*1.00,*1.00,,45%,審查資料,--,45%,面試,--,25%,,,,,,,,,,一、面試二、學測英文級分三、學測國文級分四、學測自然級分,項目：修課紀錄(A)、課程學習成果(D)、多元表現(F、I、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測英文級分　三、學測自然級分,1
中山醫學大學,語言治療與聽力學系聽力組,國文,--,3.0,英文,均標,3.0,數學A,--,3.0,自然,均標,3.0,,,,*1.00,*1.50,*1.00,*1.00,,45%,審查資料,--,45%,面試,--,25%,,,,,,,,,,一、學測國英數A自級分總和二、學測英文級分三、學測自然級分,項目：修課紀錄(A)、課程學習成果(D)、多元表現(F、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測英文級分　三、學測自然級分,1
亞洲大學,聽力暨語言治療學系,英文,後標,3.0,自然,後標,3.0,,,,,,,,,,*1.00,*1.25,,,,40%,審查資料,--,40%,面試,--,35%,,,,,,,,,,一、面試二、學測自然級分三、學測英自級分總和四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、I、K、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測英文、自然之級分總和　二、學測自然級分　三、學測英文級分,1
馬偕醫學院,聽力暨語言治療學系聽力組,國文,均標,--,英文,均標,--,數學A,--,--,自然,均標,--,國英數A自,--,4.5,*1.00,*1.00,*1.00,*1.00,--,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、學科能力測驗成績,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、G、H、I、N)、學習歷程自述(O、P、Q)、其他(R.學生個人資料表) ,一、學測國文、英文、數學A、自然之級分總和　二、學測英文級分　三、學測自然級分　四、學測國文級分,1
馬偕醫學院,聽力暨語言治療學系語言組,國文,均標,4,英文,均標,3,數學A,--,--,自然,均標,3,,,,*1.00,*1.00,*1.00,*1.00,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、學科能力測驗成績,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、G、H、I、N)、學習歷程自述(O、P、Q)、其他(R.學生個人資料表) ,一、學測國文、英文、數學A、自然之級分總和　二、學測英文級分　三、學測國文級分　四、學測自然級分,1
