college_name,department_name,first_step_one_subject,first_step_one_point,first_step_one_ratio,first_step_two_subject,first_step_two_point,first_step_two_ratio,first_step_three_subject,first_step_three_point,first_step_three_ratio,first_step_four_subject,first_step_four_point,first_step_four_ratio,first_step_five_subject,first_step_five_point,first_step_five_ratio,second_step_one_ratio,second_step_two_ratio,second_step_three_ratio,second_step_four_ratio,second_step_five_ratio,second_step_all_ratio,second_step_one_subject,second_step_one_point,second_step_one_all_ratio,second_step_two_subject,second_step_two_point,second_step_two_all_ratio,second_step_three_subject,second_step_three_point, second_step_three_all_ratio,second_step_four_subject,second_step_four_point,second_step_four_all_ratio,second_step_five_subject,second_step_five_point,second_step_five_all_ratio,final_order,thing,order_select,found
淡江大學,理學院尖端材料科學學士學位學程,英文,後標,--,數學A,後標,5,自然,後標,3,,,,,,,*1.00,*1.25,*2.00,,,50%,審查資料,--,50%,面試,--,25%,,,,,,,,,,一、面試二、學科能力測驗成績,項目：修課紀錄(A)、課程學習成果(D)、多元表現(F、K、M、N)、學習歷程自述(O、P、Q) ,一、學測英文、數學A、自然之級分總和,1
國立臺中教育大學,科學教育與應用學系,國文,--,--,英文,--,--,數學A,均標,--,自然,均標,--,國英數A自,--,3,*1.00,*1.00,*1.00,*1.50,--,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、學測國英數A自級分總和二、學測自然級分三、學測數學A級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、K、L、M、N)、學習歷程自述(P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測自然級分　三、學測數學A級分　四、學測國文級分,1
國立臺北教育大學,自然科學教育學系,國文,均標,--,英文,均標,--,數學A,均標,3,自然,均標,10,英聽,C級,--,*1.00,*1.00,*1.50,*2.00,--,36%,審查資料,--,36%,面試,--,30%,,,,,,,,,,一、學測自然級分二、面試三、學測數學A級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(D)、多元表現(F、G、H、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測自然級分　三、學測英文級分,1
臺北市立大學,地球環境暨生物資源學系,國文,--,5,英文,--,8,數學A,--,--,自然,均標,3,,,,*1.00,*1.00,*1.00,*1.50,,50%,審查資料,60分,50%,面試,60分,30%,,,,,,,,,,一、學測自然級分二、學測英文級分三、學測數學A級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、G、K、M、N)、學習歷程自述(O、P、Q)、其他(R.與本系領域相關之獲獎、S.其他有利資料) ,一、學測國文、英文、數學A、自然之級分總和　二、學測英文級分,1
國立屏東大學,科學傳播學系,英文,底標,--,自然,底標,--,英自,--,3,,,,,,,*1.00,*1.50,--,,,50%,審查資料,--,50%,面試,--,25%,,,,,,,,,,一、指定項目甄試成績二、審查資料三、學測自然級分四、面試,項目：修課紀錄(A)、課程學習成果(C、D)、多元表現(F、I、K、M、N)、學習歷程自述(O、P、Q) ,一、學測英文、自然之級分總和　二、學測自然級分　三、學測英文級分,1
國立臺東大學,應用科學系化學及奈米科學組,國文,--,--,數學A,--,--,自然,底標,3,,,,,,,*1.00,*1.00,*2.00,,,30%,審查資料,--,30%,面試,--,35%,,,,,,,,,,一、面試二、學測數學A級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、G、J、M、N)、學習歷程自述(P、Q) ,一、學測國文、數學A、自然之級分總和,1
國立臺東大學,應用科學系應用物理組,數學A,--,--,自然,後標,3,,,,,,,,,,*1.25,*2.00,,,,30%,審查資料,--,30%,面試,--,35%,,,,,,,,,,一、面試二、學測自然級分三、學測數學A級分,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(H、J、L、M、N)、學習歷程自述(P、Q) ,一、學測數學A、自然之級分總和,1
