college_name,department_name,first_step_one_subject,first_step_one_point,first_step_one_ratio,first_step_two_subject,first_step_two_point,first_step_two_ratio,first_step_three_subject,first_step_three_point,first_step_three_ratio,first_step_four_subject,first_step_four_point,first_step_four_ratio,first_step_five_subject,first_step_five_point,first_step_five_ratio,second_step_one_ratio,second_step_two_ratio,second_step_three_ratio,second_step_four_ratio,second_step_five_ratio,second_step_all_ratio,second_step_one_subject,second_step_one_point,second_step_one_all_ratio,second_step_two_subject,second_step_two_point,second_step_two_all_ratio,second_step_three_subject,second_step_three_point, second_step_three_all_ratio,second_step_four_subject,second_step_four_point,second_step_four_all_ratio,second_step_five_subject,second_step_five_point,second_step_five_all_ratio,final_order,thing,order_select,found
國立清華大學,幼兒教育學系,國文,前標,4.0,英文,前標,3.0,社會,前標,5.0,,,,,,,*1.50,*1.00,*1.50,,,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、指定項目甄試成績二、學測國文級分三、學測社會級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、H、I、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和,1
國立臺中教育大學,幼兒教育學系,國文,均標,3,英文,--,--,社會,--,--,自然,--,--,國英社自,--,5,*1.00,*1.00,*1.00,*1.00,--,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、指定項目甄試成績二、學測國文級分三、學測英文級分四、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、K、M、N)、學習歷程自述(O、P) ,一、學測國文、英文、社會、自然之級分總和　二、學測國文級分　三、學測英文級分　四、學測社會級分,1
國立臺北教育大學,幼兒與家庭教育學系,國文,前標,5,英文,均標,3,數學B,均標,--,社會,均標,--,,,,*1.00,*1.00,*1.00,*1.00,,30%,審查資料,--,30%,面試,--,30%,,,,,,,,,,一、審查資料二、面試三、學科能力測驗成績四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、L、M、N)、學習歷程自述(O、P、Q)、其他(R.規劃﹑參與社會服務) ,一、學測國文、英文、數學B、社會之級分總和　二、學測英文級分　三、學測社會級分,1
國立臺南大學,幼兒教育學系,國文,均標,3,英文,後標,--,數學B,後標,--,社會,後標,--,國英數B社,--,4,*1.00,*1.00,*1.00,*1.00,--,30%,審查資料,--,30%,面試,70分,40%,,,,,,,,,,一、學測國英數B社級分總和二、面試三、學測國文級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、G、I、M、N)、學習歷程自述(O、P) ,一、學測國文、英文、數學B、社會之級分總和　二、學測國文級分　三、學測英文級分,1
國立東華大學,幼兒教育學系,國文,--,6.0,英文,--,5.0,社會,均標,3.0,,,,,,,*1.00,*1.00,*1.00,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、面試二、學測國英社級分總和三、學測英文級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、I、L、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和　二、學測國文級分　三、學測英文級分,1
臺北市立大學,幼兒教育學系,國文,均標,3.0,英文,--,4.0,社會,--,10.0,,,,,,,*1.50,*1.50,*1.00,,,40%,審查資料,--,40%,面試,60分,35%,,,,,,,,,,一、面試二、學測英文級分三、學測國文級分四、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、I、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和,1
國立屏東大學,幼兒教育學系,國文,均標,2.5,英文,--,--,數學B,--,--,社會,均標,--,英數B社,--,3,*1.00,*1.00,*1.00,*1.00,--,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、學科能力測驗成績二、面試三、學測國文級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、I、M、N)、學習歷程自述(O、P) ,一、學測國文、英文、數學B、社會之級分總和　二、學測國文級分　三、學測英文級分　四、學測社會級分,1
國立臺東大學,幼兒教育學系,國文,後標,4.0,英文,--,5.0,數學B,--,3.0,,,,,,,*1.00,*1.00,*1.00,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、學科能力測驗成績三、學測國文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、I、K、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B之級分總和,1
南華大學,幼兒教育學系,國文,底標,3.0,,,,,,,,,,,,,*1.00,,,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,一、面試二、審查資料三、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、H、I、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文級分,1
國立嘉義大學,幼兒教育學系,國文,均標,4,英文,--,--,數學B,--,--,社會,均標,3,,,,*1.00,*1.00,*1.00,*1.00,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、面試二、學測國文級分三、學測社會級分四、審查資料,項目：修課紀錄(A)、多元表現(F、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B、社會之級分總和　二、學測國文級分　三、學測社會級分　四、學測英文級分,1
台灣首府大學,幼兒教育學系（師資培育學系）,國文,底標,3,社會,底標,--,,,,,,,,,,*1.00,*1.00,,,,40%,審查資料,--,40%,,,,,,,,,,,,,一、學科能力測驗成績二、指定項目甄試成績,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、L、M、N) ,一、學測國文、社會之級分總和　二、學測國文級分　三、學測社會級分,1
康寧大學,嬰幼兒保育學系(台北校區),國文,底標,--,英文,--,--,社會,--,--,國英社,--,3,,,,*2.00,*1.00,*2.00,--,,20%,審查資料,--,20%,面試,--,40%,,,,,,,,,,一、學測國文級分二、學測社會級分三、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(G、H、I、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和　二、學測國文級分　三、學測社會級分　四、學測英文級分,1
亞洲大學,幼兒教育學系幼教師資組,國文,底標,7.0,英文,底標,5.0,社會,底標,3.0,,,,,,,*1.00,*1.00,*1.00,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、學測國英社級分總和,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(G、H、I、L、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和　二、學測國文級分　三、學測英文級分　四、學測社會級分,1
