college_name,department_name,first_step_one_subject,first_step_one_point,first_step_one_ratio,first_step_two_subject,first_step_two_point,first_step_two_ratio,first_step_three_subject,first_step_three_point,first_step_three_ratio,first_step_four_subject,first_step_four_point,first_step_four_ratio,first_step_five_subject,first_step_five_point,first_step_five_ratio,second_step_one_ratio,second_step_two_ratio,second_step_three_ratio,second_step_four_ratio,second_step_five_ratio,second_step_all_ratio,second_step_one_subject,second_step_one_point,second_step_one_all_ratio,second_step_two_subject,second_step_two_point,second_step_two_all_ratio,second_step_three_subject,second_step_three_point, second_step_three_all_ratio,second_step_four_subject,second_step_four_point,second_step_four_all_ratio,second_step_five_subject,second_step_five_point,second_step_five_all_ratio,final_order,thing,order_select,found
淡江大學,教育科技學系,國文,後標,3,英文,後標,--,社會,--,3,,,,,,,*1.00,*1.00,*1.00,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、審查資料三、學科能力測驗成績四、學測國文級分,項目：修課紀錄(A)、課程學習成果(C)、多元表現(G、H、J、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和,1
國立臺北教育大學,數學暨資訊教育學系人工智慧與資訊教育組,國文,--,5.0,英文,均標,5.0,數學A,均標,3.0,,,,,,,*1.00,*1.00,*2.00,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、學測數學A級分三、審查資料四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.個人申請表) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分　三、學測英文級分,1
國立臺南大學,數位學習科技學系,國文,--,--,英文,均標,3,數學A,均標,5,自然,--,--,,,,*1.00,*1.50,*2.00,*1.00,,40%,審查資料,70分,40%,面試,70分,30%,,,,,,,,,,一、面試二、審查資料三、學測數學A級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(J、K、L、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測數學A級分　三、學測英文級分,1
臺北市立大學,學習與媒材設計學系,國文,均標,6,英文,均標,8,數學B,--,10,社會,均標,--,國英數B社,--,3,*2.00,*2.00,*1.00,*2.00,--,50%,審查資料,--,50%,面試,60分,30%,,,,,,,,,,一、學科能力測驗成績二、學測國文級分三、學測英文級分四、學測數學B級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、I、N)、學習歷程自述(P、Q)、其他(R.自傳：成長歷程﹑興趣) ,一、學測國文、英文、數學B、社會之級分總和　二、學測國文級分　三、學測英文級分　四、學測數學B級分,1
國立臺東大學,數位媒體與文教產業學系,國文,後標,3,英文,--,--,,,,,,,,,,*2.00,*1.20,,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,一、面試二、審查資料三、學科能力測驗成績四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、K、M、N)、學習歷程自述(O、P) ,一、學測國文、英文之級分總和　二、學測國文級分,1
國立嘉義大學,數位學習設計與管理學系,國文,後標,10,英文,--,--,數學B,--,5,國英數B,--,3,,,,*1.50,*1.00,*1.50,--,,50%,審查資料,60分,50%,面試,60分,20%,,,,,,,,,,一、審查資料二、面試三、學測國文級分四、學測數學B級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、K、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B之級分總和　二、學測國文級分　三、學測英文級分　四、學測數學B級分,1
