college_name,department_name,first_step_one_subject,first_step_one_point,first_step_one_ratio,first_step_two_subject,first_step_two_point,first_step_two_ratio,first_step_three_subject,first_step_three_point,first_step_three_ratio,first_step_four_subject,first_step_four_point,first_step_four_ratio,first_step_five_subject,first_step_five_point,first_step_five_ratio,second_step_one_ratio,second_step_two_ratio,second_step_three_ratio,second_step_four_ratio,second_step_five_ratio,second_step_all_ratio,second_step_one_subject,second_step_one_point,second_step_one_all_ratio,second_step_two_subject,second_step_two_point,second_step_two_all_ratio,second_step_three_subject,second_step_three_point, second_step_three_all_ratio,second_step_four_subject,second_step_four_point,second_step_four_all_ratio,second_step_five_subject,second_step_five_point,second_step_five_all_ratio,final_order,thing,order_select,found
國立臺中教育大學,區域與社會發展學系,國文,--,--,英文,--,--,數學B,--,--,社會,均標,--,國英數B社,--,3,*1.00,*1.00,*1.00,*1.50,--,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、學測社會級分二、學測國文級分三、學測數學B級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、K、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B、社會之級分總和　二、學測社會級分　三、學測國文級分　四、學測數學B級分,1
國立臺中教育大學,文化創意產業設計與營運學系,國文,--,10.0,英文,均標,5.0,社會,--,6.0,英社,--,4.0,,,,*1.00,*2.00,*1.00,--,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、審查資料三、學測英文級分四、學測國英社級分總和,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、M、N)、學習歷程自述(P、Q)、其他(R.須具備色彩辨識能力、S.須能穩定操作機械設備) ,一、學測國文、英文、社會之級分總和　二、學測英文級分　三、學測社會級分　四、學測國文級分,1
國立臺北教育大學,文化創意產業經營學系,國文,均標,--,英文,均標,--,數學A,均標,--,數學B,均標,--,社會,均標,--,*1.50,*1.50,--,--,*1.50,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、面試二、審查資料三、學測國英社級分總和,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、I、K、N)、學習歷程自述(P、Q) ,一、學測國文、英文、社會之級分總和　二、學測國文級分　三、學測英文級分　四、學測社會級分,1
國立東華大學,藝術創意產業學系,國文,--,4,英文,--,--,,,,,,,,,,*1.00,*1.00,,,,40%,審查資料,--,40%,認識本系與創意表現,--,30%,,,,,,,,,,--,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、H、K、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文之級分總和　二、學測英文級分,1
國立屏東大學,文化創意產業學系,國文,均標,6,英文,後標,--,社會,均標,3,,,,,,,*2.00,*1.00,*2.00,,,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、面試二、審查資料三、學測國文級分四、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、J、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和,1
南華大學,文化創意事業管理學系,國文,--,--,社會,底標,3,,,,,,,,,,*1.00,*1.50,,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,一、面試二、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、I、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文、社會之級分總和,1
國立聯合大學,文化創意與數位行銷學系,國文,後標,8.0,英文,--,5.0,社會,--,3.0,,,,,,,*2.00,*1.00,*2.00,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、學測國英社級分總和二、學測社會級分三、學測國文級分四、學測英文級分,項目：修課紀錄(A)、多元表現(F、G、N)、學習歷程自述(O、P、Q)、其他(R.取得證照或個人作品輯) ,一、學測國文、英文、社會之級分總和,1
