college_name,department_name,first_step_one_subject,first_step_one_point,first_step_one_ratio,first_step_two_subject,first_step_two_point,first_step_two_ratio,first_step_three_subject,first_step_three_point,first_step_three_ratio,first_step_four_subject,first_step_four_point,first_step_four_ratio,first_step_five_subject,first_step_five_point,first_step_five_ratio,second_step_one_ratio,second_step_two_ratio,second_step_three_ratio,second_step_four_ratio,second_step_five_ratio,second_step_all_ratio,second_step_one_subject,second_step_one_point,second_step_one_all_ratio,second_step_two_subject,second_step_two_point,second_step_two_all_ratio,second_step_three_subject,second_step_three_point, second_step_three_all_ratio,second_step_four_subject,second_step_four_point,second_step_four_all_ratio,second_step_five_subject,second_step_five_point,second_step_five_all_ratio,final_order,thing,order_select,found
國立臺灣大學,法律學系法學組,國文,頂標,3,英文,頂標,3,數學B,前標,--,社會,頂標,--,,,,*1.00,*1.00,*1.00,*1.00,,40%,審查資料,--,40%,口試,70分,30%,,,,,,,,,,一、學測英文級分二、學測國文級分三、學測數學B級分四、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、M、N)、學習歷程自述(O、P、Q)、其他(R.自傳) ,一、學測國文、英文、數學B、社會之級分總和　二、學測英文級分　三、學測數學B級分　四、學測國文級分,1
國立臺灣大學,法律學系司法組,國文,頂標,3,英文,頂標,3,數學B,前標,--,社會,頂標,--,,,,*1.00,*1.00,*1.00,*1.00,,40%,審查資料,--,40%,口試,70分,30%,,,,,,,,,,一、學測英文級分二、學測國文級分三、學測數學B級分四、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、M、N)、學習歷程自述(O、P、Q)、其他(R.自傳) ,一、學測國文、英文、數學B、社會之級分總和　二、學測英文級分　三、學測數學B級分　四、學測國文級分,1
國立臺灣大學,法律學系財經法學組,國文,頂標,3,英文,頂標,3,數學B,前標,--,社會,頂標,--,,,,*1.00,*1.00,*1.00,*1.00,,40%,審查資料,--,40%,口試,70分,30%,,,,,,,,,,一、學測英文級分二、學測國文級分三、學測數學B級分四、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、M、N)、學習歷程自述(O、P、Q)、其他(R.自傳) ,一、學測國文、英文、數學B、社會之級分總和　二、學測英文級分　三、學測數學B級分　四、學測國文級分,1
國立中興大學,法律學系,國文,前標,3,英文,前標,3,數學B,均標,--,社會,前標,3,,,,*1.00,*1.00,*1.00,*1.00,,50%,審查資料,--,50%,面試,--,25%,,,,,,,,,,一、學測英文級分二、學測國文級分三、面試四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、L、M、N)、學習歷程自述(O、P) ,一、學測國文、英文、數學B、社會之級分總和　二、學測社會級分　三、學測國文級分　四、學測英文級分,1
國立成功大學,法律學系,國文,前標,4,英文,前標,5,數學B,均標,--,社會,前標,3,,,,*1.00,*1.00,*1.00,*1.00,,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、學測社會級分二、學測國文級分三、學測英文級分四、面試,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、K、L、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B、社會之級分總和　二、學測社會級分　三、學測國文級分　四、學測英文級分,1
東吳大學,法律學系,國文,前標,5,英文,前標,3,數學A,前標,--,數學B,前標,--,社會,均標,8,*2.00,*2.00,--,--,*1.50,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、學測英文級分二、學測國文級分三、學測社會級分四、面試,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、I、J、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文、英文、社會之級分總和,1
國立政治大學,法律學系,國文,均標,5,英文,前標,3.5,數學B,均標,--,社會,前標,3.5,國英數B社,--,2,*2.00,*2.00,*1.00,*2.00,--,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、面試二、審查資料三、學測英文級分四、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、I、L、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B、社會之級分總和　二、學測英文級分　三、學測社會級分　四、學測國文級分,1
東海大學,法律學系,國文,均標,3,英文,均標,4,數學A,後標,--,數學B,後標,--,社會,--,--,*1.50,*1.50,--,--,*1.00,50%,審查資料,--,50%,面試,--,20%,,,,,,,,,,一、學測國文級分二、學測英文級分三、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、J、M、N)、學習歷程自述(Q) ,一、學測國文、英文、社會之級分總和　二、學測國文級分　三、學測英文級分　四、學測社會級分,1
中國文化大學,法律學系法學組,國文,後標,3,英文,後標,4,社會,--,--,,,,,,,*1.50,*1.50,*1.00,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、學科能力測驗成績二、審查資料三、面試四、學測國英社級分總和,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、G、J、L、N)、學習歷程自述(O、Q)、其他(R.社會關懷活動反思) ,一、學測國文、英文、社會之級分總和　二、學測國文級分　三、學測英文級分,1
中國文化大學,法律學系企業金融法制組,國文,後標,3,英文,後標,4,社會,--,--,,,,,,,*1.50,*1.50,*1.00,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、學科能力測驗成績二、審查資料三、面試四、學測國英社級分總和,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、G、J、L、N)、學習歷程自述(O、Q)、其他(R.社會關懷活動反思) ,一、學測國文、英文、社會之級分總和　二、學測國文級分　三、學測英文級分,1
