college_name,department_name,first_step_one_subject,first_step_one_point,first_step_one_ratio,first_step_two_subject,first_step_two_point,first_step_two_ratio,first_step_three_subject,first_step_three_point,first_step_three_ratio,first_step_four_subject,first_step_four_point,first_step_four_ratio,first_step_five_subject,first_step_five_point,first_step_five_ratio,second_step_one_ratio,second_step_two_ratio,second_step_three_ratio,second_step_four_ratio,second_step_five_ratio,second_step_all_ratio,second_step_one_subject,second_step_one_point,second_step_one_all_ratio,second_step_two_subject,second_step_two_point,second_step_two_all_ratio,second_step_three_subject,second_step_three_point, second_step_three_all_ratio,second_step_four_subject,second_step_four_point,second_step_four_all_ratio,second_step_five_subject,second_step_five_point,second_step_five_all_ratio,final_order,thing,order_select,found
國立臺灣師範大學,臺灣語文學系,國文,前標,7.0,英文,均標,5.0,社會,前標,4.0,,,,,,,*1.00,*1.50,*1.75,,,50%,審查資料,--,50%,口試,--,30%,,,,,,,,,,一、學測社會級分二、學測英文級分三、學測國文級分四、指定項目甄試成績,項目：修課紀錄(A)、多元表現(F、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文、英文、社會之級分總和　二、學測社會級分　三、學測英文級分　四、學測國文級分,1
國立成功大學,台灣文學系,國文,頂標,2.5,英文,前標,8.0,社會,前標,10.0,,,,,,,*1.50,*1.50,*1.00,,,20%,審查資料,--,20%,面試,--,40%,,,,,,,,,,一、面試二、審查資料三、學測國文級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、N)、學習歷程自述(O、P、Q)、其他(R.詳見備註有利審查項目) ,一、學測國文、英文、社會之級分總和　二、學測社會級分,1
靜宜大學,台灣文學系,國文,後標,3.0,社會,後標,3.0,,,,,,,,,,*1.00,*1.00,,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、面試二、學測國文級分三、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、K、M、N)、其他(R.其他有利審查資料) ,一、學測國文、社會之級分總和　二、學測國文級分　三、學測社會級分,1
國立聯合大學,臺灣語文與傳播學系,國文,均標,3.0,英文,後標,4.0,,,,,,,,,,*2.00,*2.00,,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、面試二、審查資料三、學測國文級分四、學測英文級分,項目：修課紀錄(A)、多元表現(F、G、J、N)、學習歷程自述(P、Q)、其他(R.其他有利審查資料) ,一、學測國文、英文之級分總和,1
