college_id
011252
100302
016282
016292
002262
004082
041062
002182
017142
022152
023112
1
002192
001142
017162
001122
016262
001152
017152
001352
004172
1
011242
1
011232
033062
019012
035112
004162
015392
003282
014532
014542
021102
1
021112
021282
1
021292
027232
021132
027242
1
042092
1
042102
051452
051472
051462
003192
004212
008142
150072
1
042072
1
042082
015112
009172
151052
001392
032112
1
032122
004182
021092
051502
051492
051482
033162
004202
151062
034242
004142
