college_id
013512
027272
004522
038012
003042
1
016372
1
016362
1
016352
1
016382
1
016342
110042
1
041352
1
041342
1
041332
1
041372
1
041382
1
041362
1
041322
1
041392
154012
036202
013482
109202
109212
109222
1
001692
1
001682
1
001672
1
001712
1
001722
1
001702
1
001662
1
004562
1
004552
1
004542
1
004572
1
004532
023232
023242
023252
023262
023272
006472
006462
1
013332
1
013322
1
013312
1
013342
1
013302
1
011472
1
011462
1
011452
1
011442
002372
1
011432
015482
041312
034382
108182
108192
1
003432
1
003442
1
003452
1
003462
1
003472
1
003482
007252
007262
007272
1
027282
1
027292
1
027302
1
027312
1
027322
1
027332
1
027342
