,學校,系組,chinese_list,math_list,science_list,social_list,art_list,tech_list,all_list,health_list,total_list,paper_report_list,doing_work_list,science_work_list,social_work_list,a,b,c,d,e,f,g,h,x,y,z
0,高雄醫學大學,口腔衛生學系,True,False,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1,臺北醫學大學,口腔衛生學系,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2,中國醫藥大學,中國藥學暨中藥資源學系,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3,長庚大學,中醫學系,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4,中國醫藥大學,中醫學系乙組,True,True,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
5,中國醫藥大學,中醫學系甲組,True,True,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
6,高雄醫學大學,公共衛生學系,True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
7,輔仁大學,公共衛生學系,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
8,中山醫學大學,公共衛生學系,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,慈濟大學,公共衛生學系,True,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
10,臺北醫學大學,公共衛生學系,False,True,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
11,中國醫藥大學,公共衛生學院大一不分系,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
12,靜宜大學,化粧品科學系,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,靜宜大學,化粧品科學系,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,國立臺灣大學,牙醫學系,True,True,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
15,國立成功大學,牙醫學系,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
16,高雄醫學大學,牙醫學系,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
17,中國醫藥大學,牙醫學系,True,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
18,國立陽明交通大學,牙醫學系,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
19,中山醫學大學,牙醫學系,True,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,臺北醫學大學,牙醫學系,False,False,True,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
21,臺北醫學大學,牙體技術學系,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
22,國立陽明交通大學,生物醫學影像暨放射科學系,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
23,中國醫藥大學,生物醫學影像暨放射科學學系,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
24,高雄醫學大學,呼吸治療學系,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
25,輔仁大學,呼吸治療學系,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,長庚大學,呼吸治療學系,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
27,臺北醫學大學,呼吸治療學系,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,國立陽明交通大學,物理治療暨輔助科技學系,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
29,國立臺灣大學,物理治療學系,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
30,國立成功大學,物理治療學系,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
31,高雄醫學大學,物理治療學系,True,True,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
32,中國醫藥大學,物理治療學系,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,中山醫學大學,物理治療學系,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,長庚大學,物理治療學系,True,True,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
35,義守大學,物理治療學系,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
36,慈濟大學,物理治療學系,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,亞洲大學,物理治療學系,True,False,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
38,國立金門大學,長期照護學系,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,康寧大學,長期照護學系(台北校區),False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,中國文化大學,保健營養學系,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
41,長榮大學,保健營養學系,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
42,臺北醫學大學,保健營養學系,False,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
43,開南大學,保健營養學系,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
