,學校,系組,chinese_list,math_list,science_list,social_list,art_list,tech_list,all_list,health_list,total_list,paper_report_list,doing_work_list,science_work_list,social_work_list,a,b,c,d,e,f,g,h,x,y,z
0,逢甲大學,人工智慧技術與應用學士學位學程,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1,輔仁大學,人工智慧與資訊安全學士學位學程,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,長庚大學,人工智慧學士學位學程,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3,淡江大學,人工智慧學系,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
4,中原大學,中原大學美國威大密爾瓦基分校電機與資訊工程雙學士學位學程,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
5,亞洲大學,生物資訊與醫學工程學系生醫資訊組,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
6,亞洲大學,生物資訊與醫學工程學系醫學工程組,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
7,國立臺灣師範大學,光電工程學士學位學程,True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
8,國立陽明交通大學,光電工程學系,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
9,國立中山大學,光電工程學系,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
10,逢甲大學,光電科學與工程學系,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,中華大學,光電與材料工程學系（人工智慧應用組）,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
12,中華大學,光電與材料工程學系（生醫光電組）,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
13,國立臺灣海洋大學,光電與材料科技學系,True,True,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
14,亞洲大學,光電與通訊學系光電綠能組,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,亞洲大學,光電與通訊學系通訊網路組,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,逢甲大學,自動控制工程學系,False,True,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
17,亞洲大學,行動商務與多媒體應用學系多媒體應用組,False,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
18,亞洲大學,行動商務與多媒體應用學系行動商務組,False,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
