,學校,系組,chinese_list,math_list,science_list,social_list,art_list,tech_list,all_list,health_list,total_list,paper_report_list,doing_work_list,science_work_list,social_work_list,a,b,c,d,e,f,g,h,x,y,z
0,國立嘉義大學,土木與水資源工程學系,True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1,國立高雄大學,土木與環境工程學系環境工程組,False,True,True,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2,國立臺灣大學,大氣科學系,False,True,True,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3,中國文化大學,大氣科學系,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,國立清華大學,工程與系統科學系甲組(低碳綠能組),True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5,國立臺南大學,文化與自然資源學系,True,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
6,國立中興大學,水土保持學系,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
7,逢甲大學,水利工程與資源保育學系,True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
8,國立成功大學,水利及海洋工程學系,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
9,淡江大學,水資源及環境工程學系水資源工程組,False,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
10,淡江大學,水資源及環境工程學系環境工程組,False,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
11,國立臺灣大學,生物環境系統工程學系,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
12,國立臺灣師範大學,地球科學系,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
13,國立成功大學,地球科學系,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
14,國立中正大學,地球與環境科學系,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
15,中國文化大學,地理學系,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
16,國立高雄師範大學,地理學系,True,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
17,國立彰化師範大學,地理學系,True,False,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
18,國立臺灣大學,地理環境資源學系,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
19,國立臺灣大學,地質科學系,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
20,國立臺灣海洋大學,河海工程學系,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
21,國立臺北教育大學,社會與區域發展學系,True,True,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
22,國立清華大學,原子科學院學士班,True,True,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
23,國立臺灣海洋大學,海洋工程科技學士學位學程,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
24,國立中山大學,海洋科學系,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
25,國立中山大學,海洋環境及工程學系,True,True,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
26,國立臺灣海洋大學,海洋環境資訊系,False,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
27,國立成功大學,能源工程國際學士學位學程,True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
28,國立成功大學,資源工程學系,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
29,長榮大學,綠能與環境資源學系綠能產業實習組,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
30,長榮大學,綠能與環境資源學系綠能產業管理組,False,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
31,長榮大學,綠能與環境資源學系綠能環境科技組,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
32,臺北市立大學,歷史與地理學系,True,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
33,逢甲大學,環境工程與科學學系,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
34,國立中興大學,環境工程學系,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
35,國立成功大學,環境工程學系,True,True,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
36,國立宜蘭大學,環境工程學系,False,True,True,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
37,東海大學,環境科學與工程學系,False,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,國立聯合大學,環境與安全衛生工程學系,False,True,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
