國立中興大學,資訊科學與工程學系(APCS組),項目：基本資料 ( A )、修課紀錄 ( B )、多元表現 ( E、L ) 
國立中興大學,電機資訊學院學士班,項目：基本資料 ( A )、修課紀錄 ( B )、其他 ( Q.其他有利審查項目 ) 
國立中興大學,生物產業機電工程學系,項目：基本資料 ( A )、修課紀錄 ( B )、多元表現 ( E、L )、其他 ( P ) 
國立中興大學,水土保持學系,項目：基本資料 ( A )、修課紀錄 ( B ) 
國立中興大學,食品暨應用生物科技學系,項目：基本資料 ( A )、修課紀錄 ( B )、其他 ( Q.有利於個人審查之資料 ) 
國立中興大學,農藝學系,項目：基本資料 ( A )、修課紀錄 ( B )、其他 ( Q.其他有利審查資料 ) 
國立中興大學,園藝學系,項目：基本資料 ( A )、修課紀錄 ( B ) 
國立中興大學,森林學系林學組,項目：基本資料 ( A )、修課紀錄 ( B ) 
國立中興大學,森林學系木材科學組,項目：基本資料 ( A )、修課紀錄 ( B ) 
國立中興大學,植物病理學系,項目：基本資料 ( A )、修課紀錄 ( B ) 
國立中興大學,昆蟲學系,項目：基本資料 ( A )、修課紀錄 ( B )、學習歷程自述 ( N、O )、其他 ( Q.其他有利審查之資料 ) 
國立中興大學,動物科學系,項目：基本資料 ( A )、修課紀錄 ( B )、其他 ( Q.其他有助審查資料 ) 
國立中興大學,土壤環境科學系,項目：基本資料 ( A )、修課紀錄 ( B ) 
國立中興大學,生物科技學士學位學程,項目：基本資料 ( A )、修課紀錄 ( B ) 
國立中興大學,景觀與遊憩學士學位學程,項目：基本資料 ( A )、修課紀錄 ( B )、課程學習成果 ( C )、多元表現 ( E )、學習歷程自述 ( N、O ) 
國立中興大學,國際農企業學士學位學程,項目：基本資料 ( A )、修課紀錄 ( B ) 
國立中興大學,生命科學系,項目：基本資料 ( A )、修課紀錄 ( B )、多元表現 ( E、H、I ) 
國立中興大學,獸醫學系,項目：基本資料 ( A )、修課紀錄 ( B )、學習歷程自述 ( N、O )、其他 ( Q.有助審查文件 ) 
國立中興大學,興翼招生A組(商學管理),項目：基本資料 ( A )、修課紀錄 ( B ) 
國立中興大學,興翼招生B組(文史法律),項目：基本資料 ( A )、修課紀錄 ( B ) 
國立中興大學,興翼招生C組(化學數學),項目：基本資料 ( A )、修課紀錄 ( B ) 
國立中興大學,興翼招生D組(化材電資暨工程),項目：基本資料 ( A )、修課紀錄 ( B ) 
國立中興大學,興翼招生E組(生物資源暨農業科技),項目：基本資料 ( A )、修課紀錄 ( B ) 
國立中興大學,興翼招生F組(生物科技暨獸醫),項目：基本資料 ( A )、修課紀錄 ( B ) 
國立成功大學,中國文學系,項目：修課紀錄 ( B )、課程學習成果 ( C )、學習歷程自述 ( N、O ) 
國立成功大學,外國語文學系,項目：修課紀錄 ( B )、多元表現 ( E、F、I )、學習歷程自述 ( N、O ) 
國立成功大學,歷史學系,項目：修課紀錄 ( B )、多元表現 ( F )、學習歷程自述 ( N、O )、其他 ( P ) 
國立成功大學,台灣文學系,項目：修課紀錄 ( B )、課程學習成果 ( C )、多元表現 ( E、F )、學習歷程自述 ( N、O ) 
國立成功大學,數學系,項目：修課紀錄 ( B )、多元表現 ( E )、學習歷程自述 ( N、O )、其他 ( Q.有利審查資料 ) 
國立成功大學,物理學系,項目：修課紀錄 ( B )、學習歷程自述 ( N )、其他 ( Q.其他有利審查資料 ) 
國立成功大學,化學系,項目：基本資料 ( A )、修課紀錄 ( B )、多元表現 ( E )、學習歷程自述 ( N、O )、其他 ( Q.有助於審查的資料 ) 
國立成功大學,地球科學系,項目：修課紀錄 ( B )、多元表現 ( E )、學習歷程自述 ( N、O )、其他 ( Q.請詳閱以下說明 ) 
國立成功大學,光電科學與工程學系,項目：基本資料 ( A )、修課紀錄 ( B )、學習歷程自述 ( N、O )、其他 ( Q.有助於審查的資料 ) 
國立成功大學,機械工程學系,項目：修課紀錄 ( B )、多元表現 ( E、H、I、L )、學習歷程自述 ( N ) 
國立成功大學,機械工程學系(普渡雙聯組),項目：修課紀錄 ( B )、多元表現 ( E、H、I、L )、學習歷程自述 ( N ) 
國立成功大學,化學工程學系,項目：基本資料 ( A )、修課紀錄 ( B )、學習歷程自述 ( N、O )、其他 ( Q.有利於審查之資料 ) 
國立成功大學,材料科學及工程學系,項目：修課紀錄 ( B )、多元表現 ( E、I )、學習歷程自述 ( N、O )、其他 ( P ) 
國立成功大學,資源工程學系,項目：基本資料 ( A )、修課紀錄 ( B )、多元表現 ( E )、學習歷程自述 ( N、O )、其他 ( Q.學生能力證明文件 ) 
國立成功大學,土木工程學系,項目：修課紀錄 ( B )、課程學習成果 ( C )、多元表現 ( F )、學習歷程自述 ( N、O )、其他 ( Q.非上列項目但有助審查 ) 
國立成功大學,水利及海洋工程學系,項目：修課紀錄 ( B )、多元表現 ( E、I、L )、學習歷程自述 ( N、O ) 
國立成功大學,工程科學系,項目：修課紀錄 ( B )、多元表現 ( M )、學習歷程自述 ( N、O )、其他 ( Q.有助於審查資料 ) 
國立成功大學,系統及船舶機電工程學系,項目：修課紀錄 ( B )、多元表現 ( E、I、L )、學習歷程自述 ( N、O ) 
國立成功大學,航空太空工程學系,項目：修課紀錄 ( B )、多元表現 ( E、I、L )、學習歷程自述 ( N )、其他 ( Q.有利於審查之相關資料 ) 
國立成功大學,能源工程國際學士學位學程,項目：修課紀錄 ( B )、多元表現 ( E、I、L )、學習歷程自述 ( N )、其他 ( Q.有利於審查之相關資料 ) 
國立成功大學,環境工程學系,項目：基本資料 ( A )、修課紀錄 ( B )、多元表現 ( H )、學習歷程自述 ( N、O )、其他 ( Q.有助於審查之資料。 ) 
國立成功大學,測量及空間資訊學系,項目：基本資料 ( A )、修課紀錄 ( B )、課程學習成果 ( C )、多元表現 ( I )、學習歷程自述 ( O )、其他 ( Q.如說明 ) 
國立成功大學,生物醫學工程學系,項目：基本資料 ( A )、修課紀錄 ( B )、課程學習成果 ( C )、多元表現 ( I )、學習歷程自述 ( N、O ) 
國立成功大學,工業與資訊管理學系,項目：基本資料 ( A )、修課紀錄 ( B )、課程學習成果 ( C )、多元表現 ( I )、學習歷程自述 ( O )、其他 ( Q.有利審查資料 ) 
國立成功大學,工業與資訊管理學系（APCS組）,項目：基本資料 ( A )、修課紀錄 ( B )、課程學習成果 ( C )、多元表現 ( I )、學習歷程自述 ( O )、其他 ( Q.各項資訊檢定證明 ) 
國立成功大學,交通管理科學系,項目：修課紀錄 ( B )、多元表現 ( I )、學習歷程自述 ( N、O )、其他 ( P ) 
國立成功大學,統計學系,項目：修課紀錄 ( B )、課程學習成果 ( C )、多元表現 ( E )、學習歷程自述 ( N、O )、其他 ( Q.有利個人就讀本系資料 ) 
