,學校,系組,chinese_list,math_list,science_list,social_list,art_list,tech_list,all_list,health_list,total_list,paper_report_list,doing_work_list,science_work_list,social_work_list,a,b,c,d,e,f,g,h,x,y,z
0,國立成功大學,工業設計學系,False,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,大同大學,工業設計學系,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,長庚大學,工業設計學系,True,False,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
3,大葉大學,工業設計學系,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,國立臺灣藝術大學,工藝設計學系,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
5,國立高雄大學,工藝與創意設計學系,False,False,False,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
6,中國文化大學,中國戲劇學系,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,國立臺灣藝術大學,古蹟藝術修護學系,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,長榮大學,台灣文化創意產業學士學位學程,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
9,南華大學,民族音樂學系音樂組,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
10,南華大學,民族音樂學系音樂與舞蹈組,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
11,國立臺灣藝術大學,多媒體動畫藝術學系,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
12,華梵大學,佛教藝術學系,True,False,False,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
13,國立臺南藝術大學,材質創作與設計系,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
14,實踐大學,服飾設計與經營學系(高雄校區),False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15,實踐大學,服飾設計與經營學系美術組(高雄校區),True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
16,國立臺灣師範大學,表演藝術學士學位學程,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
17,國立臺東大學,美術產業學系,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,華梵大學,美術與文創學系文創設計組,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
19,華梵大學,美術與文創學系美術創作組,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20,東海大學,美術學系,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,中國文化大學,美術學系,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
22,國立高雄師範大學,美術學系,False,False,False,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
23,國立彰化師範大學,美術學系,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
24,國立臺中教育大學,美術學系,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25,國立臺灣藝術大學,美術學系,True,False,False,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
26,國立臺灣師範大學,美術學系水墨畫組,True,False,False,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
27,長榮大學,美術學系應用藝術組,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
28,國立臺灣師範大學,美術學系繪畫組,True,False,False,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29,長榮大學,美術學系藝術創作組,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
30,國立臺北藝術大學,音樂與影像跨域學士學位學程,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,國立屏東大學,音樂學系(112學年度起適用),True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
32,國立臺東大學,音樂學系〈一般生〉,True,False,False,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
33,國立臺東大學,音樂學系〈原住民生〉,True,False,False,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
34,國立中山大學,音樂學系創作與應用組,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
35,輔仁大學,音樂學系器樂組,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,輔仁大學,音樂學系應用音樂組,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,輔仁大學,音樂學系爵士音樂組,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,玄奘大學,時尚設計學系,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39,實踐大學,時尚設計學系(高雄校區),False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40,亞洲大學,時尚設計學系服飾創意設計組,True,False,False,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
41,亞洲大學,時尚設計學系時尚服裝設計組,True,False,False,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
42,國立臺灣藝術大學,書畫藝術學系,True,False,False,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
43,長榮大學,書畫藝術學系甲組,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
44,國立臺灣海洋大學,海洋文創設計產業學士學位學程,True,False,False,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
45,銘傳大學,商品設計學系（桃園校區）,True,False,False,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
46,銘傳大學,商業設計學系（桃園校區）,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
47,中原大學,商業設計學系商業設計組,True,False,False,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
48,南華大學,產品與室內設計學系,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
49,佛光大學,產品與媒體設計學系（商業媒體設計組）,True,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,佛光大學,產品與媒體設計學系（創意產品設計組）,True,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,國立臺灣藝術大學,視覺傳達設計學系,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
52,玄奘大學,視覺傳達設計學系,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
53,亞洲大學,視覺傳達設計學系,True,False,False,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
54,大葉大學,視覺傳達設計學系(視覺設計組),False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,大葉大學,視覺傳達設計學系(影視動畫組),False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,國立臺南大學,視覺藝術與設計學系,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
57,南華大學,視覺藝術與設計學系數位設計組,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
58,南華大學,視覺藝術與設計學系繪畫文創組,True,False,False,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
59,臺北市立大學,視覺藝術學系,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
60,國立嘉義大學,視覺藝術學系,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
61,國立屏東大學,視覺藝術學系美術組,True,False,False,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
62,國立屏東大學,視覺藝術學系數位媒體設計組,True,False,False,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
63,國立臺灣師範大學,設計學系產品設計組,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
64,國立臺灣師範大學,設計學系視覺設計組,True,False,False,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
65,大葉大學,造形藝術學系(工藝文創組),False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,大葉大學,造形藝術學系(藝術創作組),False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,義守大學,創意商品設計學系,True,False,False,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
68,亞洲大學,創意商品設計學系,False,False,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
69,華梵大學,智慧生活設計學系創意產品與汽車設計組,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
70,國立臺北藝術大學,新媒體藝術學系,False,True,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
71,國立臺灣藝術大學,舞蹈學系,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
72,國立臺北藝術大學,劇場設計學系,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,國立中山大學,劇場藝術學系,True,False,False,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
74,玄奘大學,影劇藝術學系,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
75,國立臺灣藝術大學,雕塑學系,True,False,False,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
76,輔仁大學,應用美術學系,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
77,國立臺南藝術大學,應用音樂學系,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
78,國立臺南大學,戲劇創作與應用學系,True,False,False,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
79,國立臺灣大學,戲劇學系,True,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,國立臺灣藝術大學,戲劇學系,True,False,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
81,玄奘大學,藝術設計學院學士班,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
82,元智大學,藝術與設計學系,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
83,國立清華大學,藝術與設計學系設計組,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
84,國立清華大學,藝術與設計學系創作組,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
85,國立臺北教育大學,藝術與造形設計學系設計組,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
86,國立臺北教育大學,藝術與造形設計學系藝術組,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
87,玄奘大學,藝術與創意設計學系,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
88,國立清華大學,藝術學院學士班（科技藝術組）,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
89,國立清華大學,藝術學院學士班（音樂組）,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
90,國立清華大學,藝術學院學士班（藝設組）,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
