,學校,系組,chinese_list,math_list,science_list,social_list,art_list,tech_list,all_list,health_list,total_list,paper_report_list,doing_work_list,science_work_list,social_work_list,a,b,c,d,e,f,g,h,x,y,z
0,國立政治大學,土耳其語文學系,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,國立臺灣大學,日本語文學系,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,東吳大學,日本語文學系,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,國立政治大學,日本語文學系,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,淡江大學,日本語文學系,True,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,中國文化大學,日本語文學系,True,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
6,輔仁大學,日本語文學系,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,世新大學,日本語文學系,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8,靜宜大學,日本語文學系,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,靜宜大學,日本語文學系,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,東海大學,日本語言文化學系,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,國立臺灣大學,外國語文學系,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
12,國立中興大學,外國語文學系,True,False,False,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
13,國立成功大學,外國語文學系,True,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,東海大學,外國語文學系,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,國立清華大學,外國語文學系,True,False,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
16,國立陽明交通大學,外國語文學系,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,逢甲大學,外國語文學系,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,國立中山大學,外國語文學系,True,False,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
19,國立中正大學,外國語文學系,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,國立暨南國際大學,外國語文學系,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,南華大學,外國語文學系,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
22,佛光大學,外國語文學系,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,國立宜蘭大學,外國語文學系,True,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
24,亞洲大學,外國語文學系語文專業組,True,False,False,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
25,亞洲大學,外國語文學系語文應用組,True,False,False,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
26,國立嘉義大學,外國語言學系英語教學組,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,國立嘉義大學,外國語言學系應用外語組,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,國立高雄大學,西洋語文學系,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
29,淡江大學,西班牙語文學系,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
30,輔仁大學,西班牙語文學系,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,靜宜大學,西班牙語文學系,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,靜宜大學,西班牙語文學系,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,國立臺北教育大學,兒童英語教育學系,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
34,國立高雄大學,東亞語文學系日語組,True,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
35,國立高雄大學,東亞語文學系越語組,True,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
36,國立高雄大學,東亞語文學系韓語組,True,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
37,淡江大學,法國語文學系,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
38,中國文化大學,法國語文學系,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,輔仁大學,法國語文學系,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,國立政治大學,阿拉伯語文學系,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
