,學校,系組,chinese_list,math_list,science_list,social_list,art_list,tech_list,all_list,health_list,total_list,paper_report_list,doing_work_list,science_work_list,social_work_list,a,b,c,d,e,f,g,h,x,y,z
0,國立臺東大學,文化資源與休閒產業學系,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,大葉大學,休閒事業管理學系,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,義守大學,休閒事業管理學系,True,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
3,開南大學,休閒事業管理學系,False,False,False,True,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
4,明道大學,休閒保健學系,False,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,國立體育大學,休閒產業經營學系,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6,實踐大學,休閒產業管理學系休閒文創規劃組(高雄校區),False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,實踐大學,休閒產業管理學系遊憩運動企劃組(高雄校區),False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,實踐大學,休閒產業管理學系精品咖啡烘焙經營組(高雄校區),False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,國立宜蘭大學,休閒產業與健康促進學系,True,False,False,True,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
10,銘傳大學,休閒遊憩管理學系（桃園校區）,True,False,False,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
11,國立臺北大學,休閒運動管理學系,True,True,False,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
