nan,255
國文,107
英文,84
社會,55
數學B,31
自然,16
國英數B,8
國社,5
國英,5
國英社,4
數學A,4
國英社自,3
國英數B自,3
英聽,2
國英數A自,1
國英自,1
國英數B社,1
