nan,624
英文,370
數學A,339
自然,293
國文,273
國英數A自,62
數學B,60
英數A自,38
國英數A,19
社會,13
國英自,9
英數A,9
國英數B,6
國自,4
國英數B自,4
國英,4
英聽,3
國數A自,3
國社,2
數A自,2
國數B,2
英自,1
國英社,1
國英數B社,1
英數B,1
英數B自,1
國數A,1
