nan,208
璣ゅ,129
计厩A,124
礛,112
瓣ゅ,79
瓣璣计A,16
计厩B,12
璣钮,6
瓣璣计A,4
瓣璣计B,4
璣计A,4
璣,3
穦,2
璣计B,2
瓣计A,1
瓣计B,1
瓣璣计A,1
计A,1
瓣计A,1
