college_name,department_name,first_step_one_subject,first_step_one_point,first_step_one_ratio,first_step_two_subject,first_step_two_point,first_step_two_ratio,first_step_three_subject,first_step_three_point,first_step_three_ratio,first_step_four_subject,first_step_four_point,first_step_four_ratio,first_step_five_subject,first_step_five_point,first_step_five_ratio,second_step_one_ratio,second_step_two_ratio,second_step_three_ratio,second_step_four_ratio,second_step_five_ratio,second_step_all_ratio,second_step_one_subject,second_step_one_point,second_step_one_all_ratio,second_step_two_subject,second_step_two_point,second_step_two_all_ratio,second_step_three_subject,second_step_three_point, second_step_three_all_ratio,second_step_four_subject,second_step_four_point,second_step_four_all_ratio,second_step_five_subject,second_step_five_point,second_step_five_all_ratio,final_order,thing,order_select
國立成功大學,工業設計學系,國文,均標,--,英文,均標,--,數學A,均標,--,自然,均標,--,國英數A自,--,3,*1.00,*1.50,*1.00,*1.50,--,35%,審查資料,--,35%,設計營,--,35%,,,,,,,,,,一、設計營二、學科能力測驗成績三、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、K、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測英文級分
大同大學,工業設計學系,國文,--,--,英文,後標,4.5,數學A,後標,--,數學B,後標,--,國英,--,3,*1.50,*2.00,--,--,--,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、面試二、學測英文級分三、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、N)、學習歷程自述(O、P)、其他(R.思考創造之具體經驗、S.其他有利審查項目) ,一、學測國文、英文之級分總和
國立高雄師範大學,工業設計學系,國文,均標,--,英文,均標,3,,,,,,,,,,*1.00,*1.00,,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、面試二、審查資料三、學測英文級分,項目：課程學習成果(C)、多元表現(F、G、J、K、N)、學習歷程自述(O)、其他(R.有利審查資料) ,一、學測國文、英文之級分總和　二、學測英文級分　三、學測國文級分
長庚大學,工業設計學系,國文,--,--,英文,均標,3,數學A,後標,--,數學B,後標,--,,,,*1.00,*1.50,--,--,,35%,審查資料,--,35%,面試,--,30%,,,,,,,,,,一、面試二、學測國英級分總和三、學測英文級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、J、K、M、N)、學習歷程自述(O、P、Q)、其他(R.有利審查之資料或作品) ,一、學測國文、英文之級分總和
大葉大學,工業設計學系,國文,--,10.0,英文,--,10.0,,,,,,,,,,--,--,,,,0%,審查資料,--,0%,面試,--,80%,,,,,,,,,,--,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、M、N)、學習歷程自述(Q)、其他(R.其他有利審查資料) ,一、學測國文、英文之級分總和　二、學測國文級分　三、學測英文級分
國立聯合大學,工業設計學系,國文,--,--,英文,後標,3,數學B,--,--,,,,,,,*2.00,*1.75,*2.00,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、學測國英數B級分總和二、面試三、學測英文級分四、學測數學B級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B之級分總和
東海大學,工業設計學系(A組),國文,--,5.0,英文,均標,5.0,自然,--,5.0,,,,,,,*1.00,*2.00,*1.00,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、審查資料二、學測英文級分三、面試四、學測自然級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、G、I、K、N)、學習歷程自述(O)、其他(R.作品集) ,一、學測國文、英文、自然之級分總和　二、學測國文級分　三、學測英文級分　四、學測自然級分
東海大學,工業設計學系(B組),國文,--,5.0,英文,均標,5.0,社會,--,5.0,,,,,,,*1.00,*2.00,*1.00,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、審查資料二、學測英文級分三、面試四、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、G、I、K、N)、學習歷程自述(O)、其他(R.作品集) ,一、學測國文、英文、社會之級分總和　二、學測國文級分　三、學測英文級分　四、學測社會級分
國立高雄大學,工藝與創意設計學系,國文,底標,4.0,英文,底標,4.0,社會,底標,4.0,,,,,,,*1.50,*1.50,*1.50,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,--,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、J、K、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和
國立臺灣藝術大學,工藝設計學系,國文,均標,3,英文,均標,3,社會,均標,3,英聽,B級,--,,,,*1.00,*1.00,*1.00,--,,20%,審查資料,--,20%,面試,--,15%,造型設計,--,15%,,,,,,,素描,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、G、J、K、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和　二、學測國文級分　三、學測英文級分　四、學測社會級分
中國文化大學,建築及都市設計學系,國文,--,3.0,英文,後標,3.0,,,,,,,,,,*2.00,*2.00,,,,45%,審查資料,--,45%,面試,--,30%,,,,,,,,,,一、面試二、審查資料三、學科能力測驗成績四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、I、J、N)、學習歷程自述(O、P) ,一、學測國文、英文之級分總和　二、學測國文級分
國立成功大學,建築學系,國文,均標,--,英文,均標,--,數學A,均標,--,國英數A自,--,3,,,,*1.25,*1.25,*1.25,--,,10%,審查資料,--,10%,面試(含測驗),--,50%,,,,,,,,,,一、面試(含測驗)二、學測數學A級分三、學測英文級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、G、K、M、N)、學習歷程自述(O、P)、其他(R.任何有助於審查的資料) ,一、學測國文、英文、數學A、自然之級分總和　二、學測數學A級分
中原大學,建築學系,國文,--,--,英文,均標,--,數學A,--,--,國英數A,--,3,,,,*1.00,*1.25,*1.25,--,,10%,審查資料,60分,10%,設計與繪畫,60分,25%,面試,60分,25%,,,,,,,一、設計與繪畫二、面試三、學科能力測驗成績四、審查資料,項目：修課紀錄(A)、課程學習成果(C、D、E)、多元表現(F、G、J、K、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分
東海大學,建築學系,國文,--,--,英文,--,--,數學A,均標,--,數學B,均標,--,自然,--,--,*1.50,*1.75,--,--,*1.25,10%,審查資料,--,10%,基礎設計(筆試),--,20%,面試,--,30%,,,,,,,一、面試二、基礎設計(筆試)三、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、I、K、M、N)、學習歷程自述(O、P)、其他(R.個人作品集) ,一、學測國文、英文、自然之級分總和　二、學測英文級分　三、學測國文級分　四、學測自然級分
淡江大學,建築學系,國文,後標,3,英文,後標,3,數學A,後標,--,數學B,後標,--,,,,*1.00,*1.00,--,--,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、面試二、審查資料三、學測英文級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、J、K、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文之級分總和　二、學測國文級分　三、學測英文級分
國立高雄大學,建築學系,國文,均標,8.0,英文,均標,5.0,數學B,均標,3.0,,,,,,,*1.00,*1.50,*1.50,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、學測英文級分三、學測數學B級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、I、K、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B之級分總和　二、學測英文級分　三、學測數學B級分　四、學測國文級分
國立聯合大學,建築學系,國文,後標,6.0,英文,後標,3.0,數學A,--,5.0,,,,,,,*2.00,*2.00,*1.50,,,40%,審查資料,--,40%,面試(含測驗),--,30%,,,,,,,,,,一、學測英文級分二、審查資料三、面試(含測驗),項目：修課紀錄(A)、課程學習成果(C)、多元表現(F、G、J、M、N)、學習歷程自述(O、P、Q)、其他(R.備審資料另附作品集、S.其他有利審查資料) ,一、學測國文、英文、數學A之級分總和
國立金門大學,建築學系,國文,後標,3.0,英文,後標,3.0,,,,,,,,,,*2.00,*1.00,,,,20%,審查資料,--,20%,,,,,,,,,,,,,一、審查資料二、學測國英級分總和三、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、I、K、N)、學習歷程自述(P、Q) ,一、學測國文、英文之級分總和
國立高雄大學,建築學系(願景組),國文,均標,8.0,英文,均標,5.0,數學B,均標,3.0,,,,,,,*1.00,*1.50,*1.50,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、學測英文級分三、學測數學B級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、I、K、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B之級分總和　二、學測英文級分　三、學測數學B級分　四、學測國文級分
