college_name,department_name,first_step_one_subject,first_step_one_point,first_step_one_ratio,first_step_two_subject,first_step_two_point,first_step_two_ratio,first_step_three_subject,first_step_three_point,first_step_three_ratio,first_step_four_subject,first_step_four_point,first_step_four_ratio,first_step_five_subject,first_step_five_point,first_step_five_ratio,second_step_one_ratio,second_step_two_ratio,second_step_three_ratio,second_step_four_ratio,second_step_five_ratio,second_step_all_ratio,second_step_one_subject,second_step_one_point,second_step_one_all_ratio,second_step_two_subject,second_step_two_point,second_step_two_all_ratio,second_step_three_subject,second_step_three_point, second_step_three_all_ratio,second_step_four_subject,second_step_four_point,second_step_four_all_ratio,second_step_five_subject,second_step_five_point,second_step_five_all_ratio,final_order,thing,order_select
中原大學,地景建築學系,國文,均標,3,英文,均標,--,數學A,後標,--,數學B,後標,--,,,,*1.00,--,--,--,,20%,審查資料,60分,20%,設計與繪畫,60分,20%,面試,60分,20%,,,,,,,一、審查資料二、設計與繪畫三、面試四、學科能力測驗成績,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、I、K、M、N)、學習歷程自述(O、P)、其他(R.社會人文相關觀察紀錄、S.自然生態相關觀察紀錄、T.地方經營相關觀察紀錄) ,一、學測國文、英文之級分總和　二、學測英文級分
臺北市立大學,城市發展學系,國文,均標,--,英文,--,5,社會,--,3.5,英聽,B級,--,,,,*1.00,*1.00,*1.00,--,,40%,審查資料,--,40%,面試,--,35%,,,,,,,,,,一、指定項目甄試成績二、學科能力測驗成績三、學測英文級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、J、L、M、N)、學習歷程自述(P、Q) ,一、學測國文、英文、社會之級分總和
國立臺灣藝術大學,多媒體動畫藝術學系,國文,後標,3,英文,後標,3,數學B,底標,--,,,,,,,*2.00,*2.00,--,,,20%,審查資料,--,20%,面試,--,35%,,,,,,,,,,素描,項目：修課紀錄(A)、課程學習成果(C)、多元表現(F、J、K、M、N)、學習歷程自述(P、Q) ,一、學測國文、英文、數學B之級分總和　二、學測國文級分　三、學測英文級分
大葉大學,多媒體數位內容學士學位學程(動漫美術與模型製作組),國社,--,8.0,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,60分,80%,,,,,,,,,,--,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(P)、其他(R.其他有利審查資料) ,一、學測國文、社會之級分總和　二、學測國文級分　三、學測社會級分
大葉大學,多媒體數位內容學士學位學程(動畫與影視特效組),國文,--,5.0,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,60分,80%,,,,,,,,,,--,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(P)、其他(R.其他有利審查資料) ,一、學測國文級分
大葉大學,多媒體數位內容學士學位學程(遊戲與互動設計組),社會,--,6.0,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,60分,80%,,,,,,,,,,--,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(P)、其他(R.其他有利審查資料) ,一、學測社會級分
實踐大學,媒體傳達設計學系創意媒體設計組(臺北校區),國文,底標,3.0,英文,後標,5.0,國英數B,--,7.0,,,,,,,--,--,--,,,0%,審查資料,--,0%,創意設計,70分,25%,作品集面試,--,30%,,,,,,,一、作品集面試二、創意設計三、學測英文級分四、學測國文級分,項目：多元表現(F、K、N)、學習歷程自述(P、Q) ,一、學測國文、英文、數學B之級分總和　二、學測英文級分
實踐大學,媒體傳達設計學系數位3D動畫設計組(臺北校區),國文,底標,3.0,英文,後標,5.0,國英數B,--,7.0,,,,,,,--,--,--,,,0%,審查資料,--,0%,創意設計,70分,25%,作品集面試,--,30%,,,,,,,一、作品集面試二、創意設計三、學測英文級分四、學測國文級分,項目：多元表現(F、K、N)、學習歷程自述(P、Q) ,一、學測國文、英文、數學B之級分總和　二、學測英文級分
大同大學,媒體設計學系互動媒體設計組,國文,--,5.0,英文,後標,4.0,國英,--,3.0,,,,,,,*1.00,*1.00,--,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、面試二、學科能力測驗成績三、學測英文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、N)、學習歷程自述(O、P) ,一、學測國文、英文之級分總和　二、學測英文級分　三、學測國文級分
大同大學,媒體設計學系數位遊戲設計組,國文,--,--,英文,--,5,數學B,後標,4,國英數B,--,3,,,,*1.00,*1.00,*1.00,--,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、面試二、學科能力測驗成績三、學測數學B級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、N)、學習歷程自述(O、P) ,一、學測國文、英文、數學B之級分總和　二、學測數學B級分　三、學測英文級分
中原大學,室內設計學系,國文,均標,4,英文,均標,--,社會,--,--,國英社,--,3,,,,*1.00,*2.00,*1.00,--,,25%,審查資料,--,25%,設計,60分,10%,面試,60分,25%,,,,,,,一、面試二、學科能力測驗成績三、審查資料四、設計,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(K、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和　二、學測國文級分　三、學測英文級分
亞洲大學,室內設計學系住宅空間組,國文,底標,3.5,英文,底標,3.5,,,,,,,,,,*1.00,*1.00,,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,一、面試二、審查資料三、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(H、J、L、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文、英文之級分總和　二、學測國文級分　三、學測英文級分
亞洲大學,室內設計學系商業空間組,英文,底標,8.0,社會,底標,8.0,英社,--,3.5,,,,,,,*1.00,*1.00,--,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,一、面試二、審查資料三、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(H、J、L、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測英文、社會之級分總和　二、學測英文級分　三、學測社會級分
亞洲大學,室內設計學系智慧空間組,社會,底標,3.5,,,,,,,,,,,,,*1.00,,,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,一、面試二、審查資料三、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(H、J、L、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測社會級分
實踐大學,工業產品設計學系(臺北校區),英文,後標,3.0,國英數B,--,5.0,,,,,,,,,,--,--,,,,0%,審查資料,--,0%,創意設計,70分,20%,作品集面試,--,35%,,,,,,,一、創意設計二、作品集面試三、學測英文級分,項目：多元表現(F、K、M、N)、學習歷程自述(O、P、Q)、其他(R.有利審查之作品及資料、S.對本系教學的了解) ,一、學測國文、英文、數學B之級分總和　二、學測數學B級分　三、學測國文級分
