college_name,department_name,first_step_one_subject,first_step_one_point,first_step_one_ratio,first_step_two_subject,first_step_two_point,first_step_two_ratio,first_step_three_subject,first_step_three_point,first_step_three_ratio,first_step_four_subject,first_step_four_point,first_step_four_ratio,first_step_five_subject,first_step_five_point,first_step_five_ratio,second_step_one_ratio,second_step_two_ratio,second_step_three_ratio,second_step_four_ratio,second_step_five_ratio,second_step_all_ratio,second_step_one_subject,second_step_one_point,second_step_one_all_ratio,second_step_two_subject,second_step_two_point,second_step_two_all_ratio,second_step_three_subject,second_step_three_point, second_step_three_all_ratio,second_step_four_subject,second_step_four_point,second_step_four_all_ratio,second_step_five_subject,second_step_five_point,second_step_five_all_ratio,final_order,thing,order_select
國立彰化師範大學,會計學系,國文,均標,4,英文,均標,5,數學B,均標,3,英聽,B級,--,,,,*1.50,*2.00,*1.50,--,,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、學測英文級分二、學測國文級分三、學測數學B級分四、面試,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、I、J、L、N)、學習歷程自述(P) ,一、學測國文、英文、數學B之級分總和　二、學測英文級分
國立東華大學,會計學系,國文,--,5.0,英文,均標,3.0,數學B,均標,4.0,,,,,,,*1.00,*2.00,*1.50,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、學測英文級分二、學測數學B級分三、學測國文級分四、指定項目甄試成績,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B之級分總和　二、學測英文級分　三、學測數學B級分
國立屏東大學,會計學系,國文,--,--,英文,後標,6,數學B,--,3,,,,,,,*1.00,*2.00,*1.50,,,50%,審查資料,--,50%,,,,,,,,,,,,,一、指定項目甄試成績二、學測英文級分三、學測數學B級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、G、I、J、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B之級分總和　二、學測英文級分　三、學測數學B級分
國立臺北大學,會計學系,國文,均標,--,英文,均標,3,數學A,均標,4,社會,均標,--,國英數A社,--,6,*1.00,*2.00,*2.00,*1.00,--,45%,審查資料,--,45%,團體面談(含筆試),--,10%,,,,,,,,,,一、學測國英數A社級分總和二、指定項目甄試成績三、學測數學A級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、G、H、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、社會之級分總和
實踐大學,會計學系(臺北校區),國文,--,3.0,英文,--,3.0,社會,底標,5.0,,,,,,,*1.00,*1.00,*1.00,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,一、指定項目甄試成績二、面試三、審查資料四、學測國英社級分總和,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、H、L、N)、學習歷程自述(Q)、其他(R.其他有利審查資料) ,一、學測國文、英文、社會之級分總和　二、學測社會級分　三、學測英文級分　四、學測國文級分
輔仁大學,會計學系(青年儲蓄帳戶組),英文,均標,--,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,,,,,,,,,,,,,一、審查資料,項目：修課紀錄(A)、學習歷程自述(P、Q)、其他(R.體驗資歷（體驗學習報告及雙週誌）) ,(無)
銘傳大學,會計學系會計審計組（臺北校區）,國文,--,3,英文,--,3,數學B,--,--,社會,底標,3,,,,*1.00,*1.00,*1.00,*1.50,,40%,審查資料,--,40%,面試,70分,30%,,,,,,,,,,一、學測英文級分二、學測數學B級分三、面試四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、H、I、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B、社會之級分總和
銘傳大學,會計學系稅務規劃組（臺北校區）,國文,--,3.0,英文,--,3.0,社會,底標,3.0,,,,,,,*1.00,*1.00,*1.50,,,40%,審查資料,--,40%,面試,70分,30%,,,,,,,,,,一、學測英文級分二、學測社會級分三、面試四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、H、I、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和
義守大學,會計學系管理應用組,國文,後標,3,英文,--,--,社會,--,--,,,,,,,*1.25,*1.00,*1.00,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,一、面試二、學測國文級分三、學測社會級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、N)、學習歷程自述(O、P) ,一、學測國文、英文、社會之級分總和　二、學測國文級分　三、學測社會級分　四、學測英文級分
義守大學,會計學系財稅規劃組,國文,後標,3.0,英文,--,5.0,,,,,,,,,,*1.25,*1.00,,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,一、面試二、學測國文級分三、學測英文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、N)、學習歷程自述(O、P) ,一、學測國文、英文之級分總和　二、學測國文級分　三、學測英文級分
實踐大學,會計暨稅務學系企業治理組(高雄校區),英文,底標,6.0,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試,項目：修課紀錄(A)、課程學習成果(B)、多元表現(G、H、L、M、N)、學習歷程自述(P、Q) ,一、學測英文級分
實踐大學,會計暨稅務學系會計AI組(高雄校區),數學B,底標,5.0,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試,項目：修課紀錄(A)、課程學習成果(B)、多元表現(G、H、L、M、N)、學習歷程自述(P、Q) ,一、學測數學B級分
實踐大學,會計暨稅務學系洗錢防制組(高雄校區),國文,底標,6.0,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試,項目：修課紀錄(A)、課程學習成果(B)、多元表現(G、H、L、M、N)、學習歷程自述(P、Q) ,一、學測國文級分
實踐大學,會計暨稅務學系財富管理組(高雄校區),自然,底標,5.0,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試,項目：修課紀錄(A)、課程學習成果(B)、多元表現(G、H、L、M、N)、學習歷程自述(P、Q) ,一、學測自然級分
亞洲大學,會計與資訊學系智慧會計組,國文,底標,3,英文,--,--,,,,,,,,,,*1.00,*1.00,,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、學測國英級分總和,項目：修課紀錄(A)、多元表現(F、I、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文之級分總和
亞洲大學,會計與資訊學系會計稅務組,國文,--,--,社會,底標,3,,,,,,,,,,*1.00,*1.00,,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、審查資料二、面試三、學測國社級分總和,項目：修課紀錄(A)、多元表現(F、I、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、社會之級分總和
國立中正大學,會計與資訊科技學系,國文,均標,12.0,英文,前標,3.0,數學B,均標,4.0,英數B,--,5.0,,,,*1.00,*2.00,*2.00,--,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、面試二、學測英文級分三、學測數學B級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B之級分總和
真理大學,會計資訊學系,國文,--,3,英文,--,--,社會,底標,3,,,,,,,*1.00,*1.00,*1.00,,,30%,審查資料,--,30%,面試,--,30%,,,,,,,,,,一、面試二、學測英文級分三、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、L、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和
大葉大學,會計資訊學系(投資理財組）,國文,--,4,英文,--,--,社會,底標,3,,,,,,,*2.00,*1.00,*2.00,,,10%,審查資料,60分,10%,面試,60分,50%,,,,,,,,,,一、面試二、審查資料三、學測社會級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、G、H、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和　二、學測國文級分　三、學測社會級分
大葉大學,會計資訊學系(會計管理組),國文,底標,4,英文,--,--,社會,--,3,,,,,,,*2.00,*1.00,*2.00,,,10%,審查資料,60分,10%,面試,60分,50%,,,,,,,,,,一、面試二、審查資料三、學測國文級分四、學測社會級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、G、H、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和　二、學測國文級分　三、學測社會級分　四、學測英文級分
長榮大學,會計資訊學系會計應用組,國文,底標,4,數學B,--,--,社會,--,3,,,,,,,*2.00,*1.00,*2.00,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、學測國文級分二、面試三、學測社會級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、G、H、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查之資料) ,一、學測國文、數學B、社會之級分總和　二、學測國文級分
長榮大學,會計資訊學系稅務應用組,國文,底標,3.5,社會,--,--,,,,,,,,,,*2.00,*1.50,,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、學測國文級分二、面試三、學測社會級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、G、H、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查之資料) ,一、學測國文、社會之級分總和　二、學測社會級分
逢甲大學,澳洲墨爾本皇家理工大學商學與創新雙學士學位學程,英文,均標,3,數學B,均標,--,英數B,--,5,,,,,,,*2.00,*1.00,--,,,40%,審查資料,--,40%,面試,--,15%,英文筆試,--,15%,,,,,,,一、學測英數B級分總和二、英文筆試三、面試四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、J、L、N)、學習歷程自述(P、Q)、其他(R.社會/國際/永續看法、S.跨領域或多元學習成果) ,一、學測英文、數學B之級分總和
真理大學,理財與稅務規劃學系,社會,底標,3.0,,,,,,,,,,,,,*1.00,,,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、學測社會級分二、面試三、審查資料四、學科能力測驗成績,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、G、N)、學習歷程自述(O、P、Q) ,一、學測社會級分
淡江大學,產業經濟學系,國文,--,3.0,英文,--,3.0,數學B,後標,3.0,,,,,,,*1.00,*1.00,*1.00,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、學科能力測驗成績二、審查資料三、面試四、學測數學B級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、L、M、N)、學習歷程自述(O、P)、其他(R.有利於審查之說明) ,一、學測國文、英文、數學B之級分總和　二、學測數學B級分　三、學測英文級分　四、學測國文級分
國立暨南國際大學,管理學院學士班,英文,--,5.0,數學B,均標,3.5,,,,,,,,,,*1.00,*1.50,,,,35%,審查資料,--,35%,面試,--,35%,,,,,,,,,,一、面試二、審查資料三、學測數學B級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、K、M、N)、學習歷程自述(O、P) ,一、學測英文、數學B之級分總和
國立成功大學,經濟學系,國文,均標,3.0,英文,均標,5.0,數學A,均標,6.0,,,,,,,*1.00,*1.25,*1.25,,,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、面試二、學測數學A級分三、學測英文級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(M、N)、學習歷程自述(P、Q) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分　三、學測英文級分　四、學測國文級分
東吳大學,經濟學系,國文,--,--,英文,後標,4,數學B,均標,3,,,,,,,*1.00,*1.00,*2.00,,,50%,審查資料,--,50%,經濟筆試,--,25%,,,,,,,,,,一、學測數學B級分二、學測英文級分三、學測國文級分四、經濟筆試,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、L、N)、學習歷程自述(O、P、Q)、其他(R.本系自訂個人資料表、S.其他有利審查項目) ,一、學測國文、英文、數學B之級分總和
國立政治大學,經濟學系,英文,前標,3,數學A,前標,--,社會,--,--,數A社,--,6,,,,*1.00,*1.00,*1.00,--,,40%,審查資料,--,40%,面試,--,35%,,,,,,,,,,一、面試二、學測英數A社級分總和三、學測數學A級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q) ,一、學測英文、數學A、社會之級分總和　二、學測數學A級分　三、學測英文級分　四、學測社會級分
國立清華大學,經濟學系,國文,前標,3,英文,前標,3,數學A,前標,3,英聽,B級,--,,,,*1.00,*1.00,*1.00,--,,50%,審查資料,--,50%,互動式座談與評量,--,10%,,,,,,,,,,一、審查資料二、學測數學A級分三、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、J、L、M、N)、學習歷程自述(P、Q) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分　三、學測英文級分
淡江大學,經濟學系,國文,--,3,英文,--,3,數學B,後標,3,社會,--,--,,,,*1.00,*1.00,*1.00,*1.00,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、面試二、審查資料三、學測數學B級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、I、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B、社會之級分總和　二、學測數學B級分
逢甲大學,經濟學系,國文,--,--,英文,後標,3,數學B,後標,5,,,,,,,*1.00,*2.00,*2.00,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、學測數學B級分二、學測英文級分三、學測國文級分四、指定項目甄試成績,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有助審查資料) ,一、學測國文、英文、數學B之級分總和　二、學測數學B級分　三、學測英文級分　四、學測國文級分
國立中央大學,經濟學系,國文,均標,10.0,英文,均標,10.0,數學B,前標,3.0,,,,,,,*1.25,*2.00,*2.00,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、學測英文級分三、學測數學B級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、N)、學習歷程自述(O、P、Q)、其他(R.個人資料表) ,一、學測國文、英文、數學B之級分總和
中國文化大學,經濟學系,國文,底標,--,英文,--,5,數學B,--,3,社會,--,--,,,,*1.00,*1.00,*1.00,*1.00,,30%,審查資料,--,30%,面試,--,30%,,,,,,,,,,一、學測數學B級分二、學測英文級分三、學科能力測驗成績四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、I、K、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B、社會之級分總和　二、學測數學B級分　三、學測英文級分　四、學測國文級分
輔仁大學,經濟學系,英文,均標,3,數學B,均標,3,社會,--,--,,,,,,,*2.00,*2.00,*1.00,,,50%,審查資料,--,50%,面試,--,20%,,,,,,,,,,一、學測數學B級分二、學測英文級分三、學測社會級分四、審查資料,項目：修課紀錄(A)、多元表現(L、M、N)、學習歷程自述(P、Q)、其他(R.個人資料表、S.其他有利於審查之資料) ,一、學測英文、數學B、社會之級分總和　二、學測數學B級分　三、學測英文級分　四、學測社會級分
國立東華大學,經濟學系,英文,--,4.0,數學B,均標,3.0,,,,,,,,,,*1.00,*1.00,,,,50%,審查資料,--,50%,面試,--,20%,,,,,,,,,,一、學測數學B級分二、學測英文級分三、指定項目甄試成績四、審查資料,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、N)、學習歷程自述(O、P、Q) ,一、學測英文、數學B之級分總和　二、學測數學B級分
國立中正大學,經濟學系,國文,均標,5.0,英文,均標,4.0,數學B,前標,3.0,,,,,,,*1.00,*1.50,*2.00,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、學測數學B級分二、學測英文級分三、面試四、審查資料,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、J、L、M、N)、學習歷程自述(O、P) ,一、學測國文、英文、數學B之級分總和　二、學測英文級分
世新大學,經濟學系,國文,--,--,英文,--,--,數學B,底標,3,,,,,,,*1.00,*1.50,*1.50,,,30%,審查資料,--,30%,面試,--,35%,,,,,,,,,,一、學測數學B級分二、學測英文級分三、學科能力測驗成績,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B之級分總和
國立暨南國際大學,經濟學系,英文,--,--,數學B,均標,--,英數B,--,3,,,,,,,*1.00,*1.00,--,,,50%,審查資料,--,50%,面試,--,20%,,,,,,,,,,一、審查資料二、學測數學B級分三、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、J、L、M、N)、學習歷程自述(O、P) ,一、學測英文、數學B之級分總和
真理大學,經濟學系,國文,--,--,英文,--,--,社會,底標,3,,,,,,,*1.00,*1.00,*1.00,,,20%,審查資料,--,20%,面試,--,40%,,,,,,,,,,一、學測社會級分二、學測國文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、H、I、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和　二、學測社會級分　三、學測國文級分　四、學測英文級分
國立臺北大學,經濟學系,國文,均標,--,英文,均標,4,數學A,均標,3,社會,均標,--,國英數A社,--,5,*1.00,*1.50,*1.50,*1.00,--,50%,審查資料,--,50%,面試,--,20%,,,,,,,,,,一、學測國英數A社級分總和二、學測數學A級分三、審查資料四、面試,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有助於審查之資料) ,一、學測國文、英文、數學A、社會之級分總和　二、學測數學A級分　三、學測英文級分　四、學測國文級分
國立臺北大學,經濟學系(飛鳶組),國文,均標,--,英文,均標,6,數學A,均標,5,社會,均標,--,國英數A社,--,7,*1.00,*1.50,*1.50,*1.00,--,50%,審查資料,--,50%,,,,,,,,,,,,,一、審查資料二、學測國英數A社級分總和三、學測數學A級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有助於審查之資料) ,一、學測國文、英文、數學A、社會之級分總和　二、學測數學A級分　三、學測英文級分　四、學測國文級分
國立臺灣大學,經濟學系A組,英文,前標,--,數學A,前標,2.5,社會,--,--,自然,--,--,社自,--,6,*1.00,*1.00,*1.00,*1.00,--,40%,審查資料,--,40%,口試,--,30%,,,,,,,,,,一、口試二、審查資料三、學科能力測驗成績四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q)、其他(R.個人資料表) ,一、學測英文、數學A、社會、自然之級分總和　二、學測英文級分　三、學測自然級分　四、學測社會級分
國立臺灣大學,經濟學系B組,英文,前標,--,數學A,前標,2.5,自然,--,6,,,,,,,*1.00,*1.00,*1.00,,,40%,審查資料,--,40%,口試,--,30%,,,,,,,,,,一、口試二、審查資料三、學科能力測驗成績四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q)、其他(R.個人資料表) ,一、學測英文、數學A、自然之級分總和　二、學測英文級分　三、學測自然級分
國立臺灣大學,經濟學系C組,英文,前標,--,數學A,前標,2.5,社會,--,6,,,,,,,*1.00,*1.00,*1.00,,,40%,審查資料,--,40%,口試,--,30%,,,,,,,,,,一、口試二、審查資料三、學科能力測驗成績四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q)、其他(R.個人資料表) ,一、學測英文、數學A、社會之級分總和　二、學測英文級分　三、學測社會級分
東海大學,經濟學系一般經濟組,國文,--,--,英文,後標,3,數學A,--,6,,,,,,,*1.00,*1.50,*1.00,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、學測英文級分二、學測數學A級分三、學測國文級分,項目：修課紀錄(A)、多元表現(F、L、N) ,一、學測國文、英文、數學A之級分總和　二、學測英文級分　三、學測數學A級分　四、學測國文級分
東海大學,經濟學系產業經濟組,國文,--,--,英文,後標,3,數學A,--,6,,,,,,,*1.00,*1.50,*1.00,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、學測英文級分二、學測數學A級分三、學測國文級分,項目：修課紀錄(A)、多元表現(F、L、N) ,一、學測國文、英文、數學A之級分總和　二、學測英文級分　三、學測數學A級分　四、學測國文級分
銘傳大學,經濟與金融學系產業經濟組（桃園校區）,國文,--,3.0,英文,--,3.0,社會,底標,3.0,,,,,,,*2.00,*1.00,*2.00,,,30%,審查資料,--,30%,面試,70分,40%,,,,,,,,,,一、面試二、學測國文級分三、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、H、J、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和　二、學測國文級分
銘傳大學,經濟與金融學系金融理財組（桃園校區）,國文,底標,3.0,英文,--,3.0,社會,--,3.0,,,,,,,*2.00,*1.00,*2.00,,,30%,審查資料,--,30%,面試,70分,40%,,,,,,,,,,一、面試二、學測國文級分三、學測英文級分四、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、H、J、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和　二、學測國文級分
逢甲大學,美國加州聖荷西州立大學商學大數據分析雙學士學位學程,英文,均標,3,數學B,均標,--,英數B,--,5,,,,,,,*2.00,*1.00,--,,,40%,審查資料,--,40%,面試,--,15%,英文筆試,--,15%,,,,,,,一、學測英數B級分總和二、英文筆試三、面試四、審查資料,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、G、J、L、N)、學習歷程自述(P、Q)、其他(R.國際交流經驗、S.外語能力學習歷程心得、T.個人潛能或特殊經歷) ,一、學測英文、數學B之級分總和
國立清華大學,計量財務金融學系,國文,前標,5.0,英文,前標,5.0,數學A,前標,3.0,,,,,,,*1.00,*1.50,*1.50,,,50%,審查資料,--,50%,互動式座談與評量,--,10%,,,,,,,,,,一、審查資料二、學測數學A級分三、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分　三、學測英文級分
靜宜大學,財務工程學系,國文,--,3.0,英文,--,3.0,數學B,後標,3.0,,,,,,,*1.00,--,*2.00,,,50%,審查資料,--,50%,面試,--,25%,,,,,,,,,,一、學測數學B級分二、面試三、審查資料,項目：修課紀錄(A)、多元表現(F、M、N)、其他(R.其他有利審查資料) ,一、學測國文、英文、數學B之級分總和　二、學測國文級分　三、學測英文級分
逢甲大學,財務工程與精算學士學位學程,國文,--,--,英文,後標,--,數學B,均標,--,國英數B,--,3,,,,*1.00,*1.50,*2.00,--,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、審查資料二、學測數學B級分三、學測英文級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、L、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文、英文、數學B之級分總和　二、學測數學B級分　三、學測英文級分　四、學測國文級分
東吳大學,財務工程與精算數學系,國文,--,5.0,英文,後標,4.0,數學B,均標,3.0,,,,,,,--,*1.00,*2.00,,,50%,審查資料,--,50%,,,,,,,,,,,,,一、學測數學B級分二、學測英文級分三、學測國文級分四、審查資料,項目：修課紀錄(A)、多元表現(F、G、H、L、N)、學習歷程自述(O、P)、其他(R.本系自訂個人資料表、S.其他有利審查項目) ,一、學測國文、英文、數學B之級分總和
國立政治大學,財務管理學系,國文,前標,4.0,英文,前標,3.0,數學A,前標,3.0,,,,,,,*1.00,*1.50,*1.50,,,40%,審查資料,--,40%,面試,--,35%,,,,,,,,,,一、面試二、學科能力測驗成績三、學測數學A級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、N)、學習歷程自述(O)、其他(R.其他有利申請文件) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分　三、學測英文級分　四、學測國文級分
國立中山大學,財務管理學系,國文,均標,10.0,英文,均標,8.0,數學A,均標,3.0,,,,,,,*1.00,*1.50,*1.50,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、審查資料三、學測國英數A級分總和四、學測數學A級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、G、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分　三、學測英文級分　四、學測國文級分
中華大學,財務管理學系會計資訊與稅務組,國文,--,--,英文,--,--,數學B,底標,3,,,,,,,*2.00,*1.00,--,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、面試二、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、G、L、M、N)、學習歷程自述(O、P) ,一、學測國文、英文、數學B之級分總和　二、學測國文級分
中華大學,財務管理學系財務金融管理組,英文,--,--,數學B,底標,3.5,社會,--,--,,,,,,,*1.00,--,*2.00,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、面試二、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、G、L、M、N)、學習歷程自述(O、P) ,一、學測英文、數學B、社會之級分總和　二、學測英文級分
中華大學,財務管理學系金融資訊管理組,國文,--,--,數學B,底標,3.5,社會,--,--,,,,,,,*1.00,--,*2.00,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、面試二、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、G、L、M、N)、學習歷程自述(O、P) ,一、學測國文、數學B、社會之級分總和　二、學測社會級分　三、學測國文級分
國立臺灣大學,財務金融學系,國文,頂標,--,英文,頂標,2,數學A,頂標,3,國英數A,--,4,,,,*1.00,*1.00,*1.00,--,,40%,審查資料,--,40%,口試,70分,30%,,,,,,,,,,一、口試二、審查資料三、學測國英數A級分總和四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、G、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料、S.本系個人資料表) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分
國立中興大學,財務金融學系,國文,前標,--,英文,前標,3,數學B,前標,5,國英數B社,--,8,,,,*1.00,*2.00,*2.00,--,,50%,審查資料,--,50%,,,,,,,,,,,,,一、學測英文級分二、學測數學B級分三、學測國文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、D、E)、多元表現(F、I、L、M、N)、學習歷程自述(O、P、Q)、其他(R.個人資料表) ,一、學測國文、英文、數學B、社會之級分總和　二、學測數學B級分　三、學測國文級分
中原大學,財務金融學系,國文,均標,--,英文,--,3,數學B,--,3,社會,--,3,,,,*1.00,*1.00,*1.00,*1.00,,30%,審查資料,--,30%,面試,--,30%,,,,,,,,,,一、面試二、學科能力測驗成績三、審查資料四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、H、I、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B、社會之級分總和　二、學測英文級分　三、學測數學B級分
東海大學,財務金融學系,英文,均標,3.0,數學B,後標,3.0,,,,,,,,,,*1.00,*1.00,,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、審查資料三、學科能力測驗成績,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、G、H、I、N)、學習歷程自述(O) ,一、學測英文、數學B之級分總和　二、學測英文級分　三、學測數學B級分
淡江大學,財務金融學系,國文,--,3,英文,--,3,數學B,後標,3,社會,--,--,,,,*1.00,*1.00,*1.00,*1.00,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、學科能力測驗成績二、審查資料三、面試四、學測數學B級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、G、I、L、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B、社會之級分總和
