college_name,department_name,first_step_one_subject,first_step_one_point,first_step_one_ratio,first_step_two_subject,first_step_two_point,first_step_two_ratio,first_step_three_subject,first_step_three_point,first_step_three_ratio,first_step_four_subject,first_step_four_point,first_step_four_ratio,first_step_five_subject,first_step_five_point,first_step_five_ratio,second_step_one_ratio,second_step_two_ratio,second_step_three_ratio,second_step_four_ratio,second_step_five_ratio,second_step_all_ratio,second_step_one_subject,second_step_one_point,second_step_one_all_ratio,second_step_two_subject,second_step_two_point,second_step_two_all_ratio,second_step_three_subject,second_step_three_point, second_step_three_all_ratio,second_step_four_subject,second_step_four_point,second_step_four_all_ratio,second_step_five_subject,second_step_five_point,second_step_five_all_ratio,final_order,thing,order_select
淡江大學,數學學系數學組,英文,--,--,數學A,均標,3,自然,--,--,,,,,,,*1.00,*2.00,*1.00,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、學科能力測驗成績三、審查資料四、學測數學A級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、G、H、I、N)、學習歷程自述(O、P、Q) ,一、學測英文、數學A、自然之級分總和
淡江大學,數學學系資料科學與數理統計組,英文,--,--,數學A,均標,3,自然,--,--,,,,,,,*1.00,*2.00,*1.00,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、學科能力測驗成績三、審查資料四、學測數學A級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、G、H、I、N)、學習歷程自述(O、P、Q) ,一、學測英文、數學A、自然之級分總和
國立臺中教育大學,數學教育學系,國文,--,--,英文,--,--,數學A,均標,3,,,,,,,*1.00,*1.00,*1.50,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,一、學測數學A級分二、面試三、學測英文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A之級分總和
國立臺北教育大學,數學暨資訊教育學系數學組,國文,--,4.0,英文,均標,5.0,數學A,均標,3.0,,,,,,,*1.50,*1.00,*2.00,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、學測數學A級分三、審查資料四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(O、P、Q)、其他(R.個人資料表) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分　三、學測英文級分
國立臺北教育大學,數學暨資訊教育學系數學組(公費生),國文,前標,5,英文,頂標,4,數學A,頂標,3,英聽,A級,--,,,,*1.50,*2.00,*2.00,--,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、學測數學A級分三、審查資料四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(O、P、Q)、其他(R.個人資料表) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分　三、學測英文級分
國立臺灣大學,數學系,英文,前標,--,數學A,頂標,3,自然,頂標,10,,,,,,,--,--,--,,,0%,審查資料,--,0%,數學筆試,--,55%,,,,,,,,,,一、數學筆試二、學測數學A級分三、學測英數A自級分總和四、審查資料,項目：修課紀錄(A)、課程學習成果(D)、多元表現(J、M、N)、學習歷程自述(O、P)、其他(R.具備完整高中數學能力、S.數學思考與證明的訓練) ,一、學測英文、數學A、自然之級分總和　二、學測自然級分　三、學測英文級分
國立臺灣師範大學,數學系,英文,均標,--,數學A,前標,3,自然,均標,--,英數A自,--,5,,,,*1.00,*2.00,*1.00,--,,20%,審查資料,--,20%,筆試一,--,25%,筆試二,--,20%,,,,,,,一、筆試一二、筆試二三、審查資料四、學測數學A級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、J、N)、學習歷程自述(P、Q) ,一、學測英文、數學A、自然之級分總和　二、學測數學A級分　三、學測英文級分　四、學測自然級分
國立成功大學,數學系,國文,後標,8.0,英文,均標,6.0,數學A,前標,3.0,自然,均標,6.0,國英數A自,--,4.0,*1.00,*1.33,*2.00,*1.33,--,10%,審查資料,--,10%,數學學科筆試,--,50%,,,,,,,,,,一、數學學科筆試二、審查資料三、學科能力測驗成績,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、J、K、N)、學習歷程自述(O、P、Q)、其他(R.請參簡章審查資料說明) ,一、學測國文、英文、數學A、自然之級分總和　二、學測數學A級分　三、學測自然級分
東吳大學,數學系,國文,--,--,數學A,均標,3,,,,,,,,,,*1.00,*2.00,,,,50%,審查資料,--,50%,面試,--,25%,,,,,,,,,,一、學測數學A級分二、面試三、審查資料四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(M、N)、學習歷程自述(O)、其他(R.其他有利審查項目) ,一、學測國文、數學A之級分總和
國立彰化師範大學,數學系,國文,--,--,英文,--,8,數學A,前標,3,自然,--,--,國英數A自,--,10,*1.00,*1.50,*2.00,*1.50,--,40%,審查資料,--,40%,數學筆試,--,35%,,,,,,,,,,一、數學筆試二、學測數學A級分三、學測英文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、J、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測自然級分
臺北市立大學,數學系,英文,--,--,數學A,均標,4,自然,均標,3,,,,,,,*1.50,*2.00,*1.50,,,50%,審查資料,60分,50%,面試,60分,30%,,,,,,,,,,一、面試二、學測數學A級分三、學測英文級分四、學測自然級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、H、J、N)、學習歷程自述(O、P、Q) ,一、學測英文、數學A、自然之級分總和
國立中正大學,數學系,英文,均標,10.0,數學A,--,3.0,自然,--,8.0,,,,,,,*1.00,*1.00,*1.00,,,40%,審查資料,--,40%,筆試,--,30%,,,,,,,,,,一、筆試二、審查資料三、學測英數A自級分總和四、學測數學A級分,項目：修課紀錄(A)、多元表現(F、G、J、M、N)、學習歷程自述(O、P、Q) ,一、學測英文、數學A、自然之級分總和
國立臺灣師範大學,數學系(公費生),英文,均標,--,數學A,前標,5,自然,均標,--,英數A自,--,10,,,,*1.00,*2.00,*1.00,--,,20%,審查資料,--,20%,筆試一,--,25%,筆試二,--,20%,,,,,,,一、筆試一二、筆試二三、審查資料四、學測數學A級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、J、N)、學習歷程自述(P、Q) ,一、學測英文、數學A、自然之級分總和　二、學測數學A級分　三、學測英文級分　四、學測自然級分
臺北市立大學,數學系(青年儲蓄帳戶組),自然,均標,--,,,,,,,,,,,,,--,,,,,0%,審查資料,60分,0%,面試,60分,40%,,,,,,,,,,一、面試二、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(J、N)、學習歷程自述(O)、其他(R.體驗資歷（體驗學習報告及雙週誌）) ,(無)
國立清華大學,數學系乙組(應用數學組),英文,前標,5.0,數學A,頂標,3.0,自然,前標,5.0,,,,,,,--,--,--,,,0%,審查資料,--,0%,筆試(數學一),--,30%,筆試(數學二),--,25%,,,,,,,一、筆試(數學二)二、筆試(數學一)三、學測英數A自級分總和四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q) ,一、學測英文、數學A、自然之級分總和　二、學測數學A級分　三、學測英文級分
輔仁大學,數學系應用數學組,英文,--,--,數學A,均標,3,自然,--,--,,,,,,,*1.00,*2.00,*1.00,,,50%,審查資料,--,50%,面試,--,25%,,,,,,,,,,一、面試二、學測數學A級分三、學測英文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N) ,一、學測英文、數學A、自然之級分總和
國立高雄師範大學,數學系應用數學組,英文,後標,--,數學A,均標,3,自然,後標,--,,,,,,,*1.00,*2.00,*1.00,,,50%,審查資料,--,50%,,,,,,,,,,,,,一、學測數學A級分二、學測英文級分三、學測自然級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、J、M、N)、學習歷程自述(O、P、Q)、其他(R.有利於審查之高中資料) ,一、學測英文、數學A、自然之級分總和　二、學測數學A級分　三、學測英文級分　四、學測自然級分
國立中央大學,數學系數學科學組,國文,均標,--,英文,均標,--,數學A,前標,3,自然,均標,--,國英數A自,--,6,--,*1.00,*2.00,*1.00,--,30%,審查資料,--,30%,,,,,,,,,,,,,一、指定項目甄試成績二、學測數學A級分三、學測自然級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、J、K、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和
國立高雄師範大學,數學系數學組,英文,後標,--,數學A,均標,3,自然,後標,--,,,,,,,*1.00,*2.00,*1.00,,,50%,審查資料,--,50%,,,,,,,,,,,,,一、學測數學A級分二、學測英文級分三、學測自然級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、J、M、N)、學習歷程自述(O、P、Q)、其他(R.有利於審查之高中資料) ,一、學測英文、數學A、自然之級分總和　二、學測數學A級分　三、學測英文級分　四、學測自然級分
國立清華大學,數學系甲組(數學組),英文,均標,5.0,數學A,頂標,3.0,自然,前標,5.0,,,,,,,--,--,--,,,0%,審查資料,--,0%,筆試(數學一),--,30%,筆試(數學二),--,25%,,,,,,,一、筆試(數學二)二、筆試(數學一)三、學測英數A自級分總和四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q) ,一、學測英文、數學A、自然之級分總和　二、學測數學A級分　三、學測英文級分
國立中央大學,數學系計算與資料科學組,國文,均標,--,英文,均標,--,數學A,前標,3,自然,均標,--,國英數A自,--,6,--,*1.00,*2.00,*1.00,--,30%,審查資料,--,30%,,,,,,,,,,,,,一、指定項目甄試成績二、學測數學A級分三、學測自然級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、J、K、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和
輔仁大學,數學系資訊數學組,英文,--,--,數學A,均標,3,自然,--,--,,,,,,,*1.00,*2.00,*1.00,,,50%,審查資料,--,50%,面試,--,25%,,,,,,,,,,一、面試二、學測數學A級分三、學測英文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N) ,一、學測英文、數學A、自然之級分總和
國立臺灣大學,物理學系,國文,前標,--,英文,前標,--,數學A,頂標,3,自然,頂標,6,,,,--,--,--,--,,0%,審查資料,60分,0%,物理筆試,30分,32%,數學筆試,30分,23%,,,,,,,一、物理筆試二、數學筆試三、審查資料,項目：修課紀錄(A)、課程學習成果(D)、多元表現(F、M、N)、學習歷程自述(P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測自然級分　三、學測英文級分　四、學測國文級分
國立臺灣師範大學,物理學系,英文,--,--,數學A,--,3,自然,前標,4,,,,,,,*1.00,*1.00,*2.00,,,30%,審查資料,--,30%,物理測驗,--,40%,,,,,,,,,,一、物理測驗二、學測數學A級分三、學測自然級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、J、L、M、N)、學習歷程自述(O、P) ,一、學測英文、數學A、自然之級分總和　二、學測數學A級分　三、學測自然級分　四、學測英文級分
國立成功大學,物理學系,國文,均標,--,英文,前標,--,數學A,前標,--,自然,前標,3,,,,--,--,*1.00,*1.00,,35%,審查資料,--,35%,筆試,--,35%,,,,,,,,,,一、筆試二、學測英文級分三、學科能力測驗成績,項目：修課紀錄(A)、課程學習成果(D)、多元表現(F、J、K、N)、學習歷程自述(P) ,一、學測國文、英文、數學A、自然之級分總和　二、學測自然級分　三、學測數學A級分　四、學測英文級分
東吳大學,物理學系,英文,--,5.0,數學A,底標,3.0,自然,底標,4.0,,,,,,,*1.00,*1.00,*1.00,,,30%,審查資料,--,30%,物理學科筆試,--,20%,觀察報告,--,20%,,,,,,,一、觀察報告二、物理學科筆試三、學科能力測驗成績四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、G、H、M、N)、學習歷程自述(O、P)、其他(R.其他有利審查項目) ,一、學測英文、數學A、自然之級分總和
國立中央大學,物理學系,國文,均標,--,英文,均標,--,數學A,均標,6,自然,均標,3,,,,*1.00,*1.00,*1.50,*1.50,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、學測自然級分三、學測數學A級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、I、J、M、N)、學習歷程自述(O、P) ,一、學測國文、英文、數學A、自然之級分總和
國立高雄師範大學,物理學系,英文,--,--,數學A,均標,3,自然,均標,6,,,,,,,*1.00,*2.00,*2.00,,,40%,審查資料,--,40%,物理筆試,--,15%,數學筆試,--,15%,,,,,,,一、物理筆試二、數學筆試三、學測數學A級分四、學測自然級分,項目：修課紀錄(A)、課程學習成果(D)、多元表現(F、M、N) ,一、學測英文、數學A、自然之級分總和
國立中山大學,物理學系,國文,均標,--,英文,均標,3,數學A,均標,3,自然,均標,3,,,,*1.00,*2.00,*1.50,*1.50,,40%,審查資料,--,40%,面談,--,20%,,,,,,,,,,一、學測數學A級分二、學測英文級分三、學測自然級分四、指定項目甄試成績,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(J、K、L、M、N)、學習歷程自述(O、P、Q)、其他(R.可說服且有利審查資料) ,一、學測國文、英文、數學A、自然之級分總和　二、學測數學A級分　三、學測英文級分　四、學測自然級分
國立中正大學,物理學系,英文,均標,10.0,數學A,均標,3.0,自然,均標,6.0,,,,,,,*1.00,*1.00,*1.00,,,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、面試二、審查資料三、學測自然級分四、學測數學A級分,項目：修課紀錄(A)、課程學習成果(D)、多元表現(F、J、M、N)、學習歷程自述(O、P、Q) ,一、學測英文、數學A、自然之級分總和　二、學測自然級分
國立中興大學,物理學系一般物理組,英文,均標,3,數學A,前標,6,自然,前標,--,,,,,,,*1.00,*1.00,*1.00,,,50%,審查資料,--,50%,物理筆試,--,30%,,,,,,,,,,一、學測數學A級分二、學測英文級分三、物理筆試四、學測自然級分,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、G、K、M、N)、其他(R.自述(300字內)、S.其他有利審查項目) ,一、學測英文、數學A、自然之級分總和　二、學測數學A級分　三、學測自然級分
國立中興大學,物理學系光電物理組,英文,均標,3.5,數學A,前標,6,自然,前標,--,,,,,,,*1.00,*1.00,*1.00,,,50%,審查資料,--,50%,物理筆試,--,30%,,,,,,,,,,一、學測數學A級分二、學測英文級分三、物理筆試四、學測自然級分,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、G、K、M、N)、其他(R.自述(300字內)、S.其他有利審查項目) ,一、學測英文、數學A、自然之級分總和　二、學測數學A級分　三、學測自然級分
國立清華大學,物理學系光電物理組,國文,均標,--,英文,前標,--,數學A,前標,4,自然,--,10,,,,--,*1.00,*2.00,*2.00,,45%,審查資料,--,45%,筆試,--,20%,,,,,,,,,,一、筆試二、審查資料三、學測數學A級分四、學測自然級分,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、I、K、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測數學A級分　三、學測自然級分
淡江大學,物理學系光電物理組,英文,後標,3.0,數學A,均標,5.0,自然,後標,4.0,,,,,,,*1.00,*1.00,*1.00,,,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、面試二、學測數學A級分三、學測自然級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、K、M、N)、學習歷程自述(O、P、Q) ,一、學測英文、數學A、自然之級分總和
輔仁大學,物理學系光電物理組,英文,--,--,數學A,後標,3,自然,後標,3,,,,,,,*1.00,*2.00,*2.00,,,40%,審查資料,--,40%,面試,--,20%,,,,,,,,,,一、學測數學A級分二、學測英文級分三、學測自然級分四、指定項目甄試成績,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N) ,一、學測英文、數學A、自然之級分總和　二、學測數學A級分　三、學測自然級分　四、學測英文級分
國立彰化師範大學,物理學系光電組,國文,--,--,英文,--,--,數學A,均標,3,自然,均標,5,,,,*1.00,*1.00,*1.50,*1.50,,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、學測數學A級分二、學測自然級分三、面試四、審查資料,項目：修課紀錄(A)、課程學習成果(D)、多元表現(F、M、N)、學習歷程自述(P) ,一、學測國文、英文、數學A、自然之級分總和　二、學測自然級分
中原大學,物理學系光電與材料科學組,英文,--,--,數學A,均標,3,自然,後標,5,英數A自,--,6,,,,*1.00,*2.00,*2.00,--,,40%,審查資料,60分,40%,面試,60分,20%,,,,,,,,,,一、面試二、學測自然級分三、學測數學A級分四、審查資料,項目：修課紀錄(A)、課程學習成果(D)、多元表現(F、J、L、M、N)、學習歷程自述(Q)、其他(R.自傳) ,一、學測英文、數學A、自然之級分總和　二、學測自然級分
國立東華大學,物理學系奈米與光電科學組,英文,--,8.0,數學A,--,7.0,自然,均標,5.0,國英數A自,--,6.0,,,,*1.00,*1.50,*1.50,--,,20%,審查資料,--,20%,認識本系與心得報告,--,40%,,,,,,,,,,一、學測國英數A自級分總和二、學測自然級分三、學測數學A級分四、認識本系與心得報告,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、G、J、K、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測英文級分　三、學測數學A級分
淡江大學,物理學系應用物理組,英文,後標,3.0,數學A,均標,5.0,自然,後標,4.0,,,,,,,*1.00,*1.00,*1.00,,,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、面試二、學測數學A級分三、學測自然級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、K、M、N)、學習歷程自述(O、P、Q) ,一、學測英文、數學A、自然之級分總和
中原大學,物理學系物理組,英文,--,--,數學A,均標,3,自然,後標,5,英數A自,--,6,,,,*1.00,*2.00,*2.00,--,,40%,審查資料,60分,40%,面試,60分,20%,,,,,,,,,,一、面試二、學測數學A級分三、學測自然級分四、審查資料,項目：修課紀錄(A)、課程學習成果(D)、多元表現(F、J、L、M、N)、學習歷程自述(Q)、其他(R.自傳) ,一、學測英文、數學A、自然之級分總和　二、學測自然級分
輔仁大學,物理學系物理組,英文,--,--,數學A,後標,3,自然,後標,3,,,,,,,*1.00,*2.00,*2.00,,,40%,審查資料,--,40%,面試,--,20%,,,,,,,,,,一、學測數學A級分二、學測英文級分三、學測自然級分四、指定項目甄試成績,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N) ,一、學測英文、數學A、自然之級分總和　二、學測數學A級分　三、學測自然級分　四、學測英文級分
國立彰化師範大學,物理學系物理組,國文,--,--,英文,--,--,數學A,均標,3,自然,均標,5,,,,*1.00,*1.00,*1.50,*1.50,,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、學測數學A級分二、學測自然級分三、面試四、審查資料,項目：修課紀錄(A)、課程學習成果(D)、多元表現(F、M、N)、學習歷程自述(P) ,一、學測國文、英文、數學A、自然之級分總和　二、學測自然級分
國立東華大學,物理學系物理組,英文,--,8.0,數學A,--,6.0,自然,均標,3.0,國英數A自,--,5.0,,,,*1.00,*1.50,*1.50,--,,20%,審查資料,--,20%,認識本系與心得報告,--,40%,,,,,,,,,,一、學測國英數A自級分總和二、學測自然級分三、學測數學A級分四、認識本系與心得報告,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、G、J、K、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測英文級分　三、學測數學A級分
國立清華大學,物理學系物理組(乙組天文物理組),國文,均標,--,英文,前標,--,數學A,前標,4,自然,--,10,,,,--,*1.00,*2.00,*2.00,,45%,審查資料,--,45%,筆試,--,20%,,,,,,,,,,一、筆試二、審查資料三、學測數學A級分四、學測自然級分,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、I、K、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測數學A級分　三、學測自然級分
國立清華大學,物理學系物理組(甲組一般組),國文,均標,--,英文,前標,--,數學A,前標,3,自然,--,5,,,,--,*1.00,*2.00,*2.00,,45%,審查資料,--,45%,筆試,--,20%,,,,,,,,,,一、筆試二、審查資料三、學測數學A級分四、學測自然級分,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、I、K、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測數學A級分　三、學測自然級分
國立中山大學,物理學系量子科技組(全英),國文,--,--,英文,均標,3,數學A,均標,3,自然,均標,3,,,,*1.00,*2.00,*1.50,*1.50,,40%,審查資料,--,40%,面談,--,20%,,,,,,,,,,一、學測英文級分二、學測數學A級分三、學測自然級分四、指定項目甄試成績,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(J、K、L、M、N)、學習歷程自述(O、P、Q)、其他(R.可說服且有利審查資料) ,一、學測國文、英文、數學A、自然之級分總和　二、學測英文級分　三、學測數學A級分　四、學測自然級分
國立清華大學,理學院學士班,英文,前標,10.0,數學A,前標,3.0,自然,前標,3.0,,,,,,,*1.00,*2.00,*2.00,,,45%,審查資料,--,45%,筆試,--,20%,,,,,,,,,,一、學測數學A級分二、學測自然級分三、學測英文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測英文、數學A、自然之級分總和　二、學測數學A級分　三、學測自然級分　四、學測英文級分
淡江大學,理學院尖端材料科學學士學位學程,英文,後標,--,數學A,後標,5,自然,後標,3,,,,,,,*1.00,*1.25,*2.00,,,50%,審查資料,--,50%,面試,--,25%,,,,,,,,,,一、面試二、學科能力測驗成績,項目：修課紀錄(A)、課程學習成果(D)、多元表現(F、K、M、N)、學習歷程自述(O、P、Q) ,一、學測英文、數學A、自然之級分總和
國立陽明交通大學,理學院科學學士學位學程(丙組),國文,均標,--,英文,前標,5,數學A,前標,5,自然,前標,5,,,,--,*1.00,*1.50,*1.50,,30%,審查資料,--,30%,面試,--,35%,,,,,,,,,,一、學測自然級分二、學測數學A級分三、學科能力測驗成績四、面試,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和
國立陽明交通大學,理學院科學學士學位學程(乙組),國文,均標,--,英文,前標,5,數學A,前標,5,自然,前標,5,,,,--,*1.00,*1.50,*1.50,,30%,審查資料,--,30%,面試,--,35%,,,,,,,,,,一、學測數學A級分二、學測自然級分三、學科能力測驗成績四、面試,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和
國立陽明交通大學,理學院科學學士學位學程(甲組),國文,均標,--,英文,前標,5,數學A,前標,5,自然,前標,5,,,,--,*1.00,*1.50,*1.50,,30%,審查資料,--,30%,面試,--,35%,,,,,,,,,,一、學測自然級分二、學測數學A級分三、學科能力測驗成績四、面試,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、自然之級分總和
國立臺灣大學,生化科技學系,國文,均標,--,英文,均標,6,數學A,均標,10,自然,均標,3,,,,*1.00,*1.00,*1.00,*1.50,,50%,審查資料,--,50%,口試,--,0%,,,,,,,,,,一、學科能力測驗成績二、審查資料三、學測自然級分四、學測數學A級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、J、L、M、N)、學習歷程自述(O、P、Q)、其他(R.小論文) ,一、學測國文、英文、數學A、自然之級分總和
國立嘉義大學,生化科技學系,國文,--,10.0,英文,--,9.0,自然,均標,3.0,,,,,,,*1.00,*1.00,*1.50,,,40%,審查資料,--,40%,,,,,,,,,,,,,一、指定項目甄試成績二、學測自然級分三、學測英文級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(F、K、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、自然之級分總和　二、學測國文級分　三、學測自然級分　四、學測英文級分
國立屏東大學,科學傳播學系,英文,底標,--,自然,底標,--,英自,--,3,,,,,,,*1.00,*1.50,--,,,50%,審查資料,--,50%,面試,--,25%,,,,,,,,,,一、指定項目甄試成績二、審查資料三、學測自然級分四、面試,項目：修課紀錄(A)、課程學習成果(C、D)、多元表現(F、I、K、M、N)、學習歷程自述(O、P、Q) ,一、學測英文、自然之級分總和　二、學測自然級分　三、學測英文級分
國立臺中教育大學,科學教育與應用學系,國文,--,--,英文,--,--,數學A,均標,--,自然,均標,--,國英數A自,--,3,*1.00,*1.00,*1.00,*1.50,--,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、學測國英數A自級分總和二、學測自然級分三、學測數學A級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、K、L、M、N)、學習歷程自述(P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測自然級分　三、學測數學A級分　四、學測國文級分
國立成功大學,統計學系,國文,均標,--,英文,前標,5,數學A,前標,3,,,,,,,*1.00,*1.25,*1.50,,,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、面試二、審查資料三、學測數學A級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、J、N)、學習歷程自述(P、Q) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分　三、學測英文級分　四、學測國文級分
淡江大學,統計學系,國文,--,3.0,英文,--,3.0,數學B,後標,3.0,,,,,,,*1.00,*1.00,*1.00,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、學測數學B級分二、學測英文級分三、面試四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(H、J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查項目) ,一、學測國文、英文、數學B之級分總和　二、學測數學B級分　三、學測英文級分　四、學測國文級分
國立臺北大學,統計學系,國文,前標,--,英文,前標,--,數學A,前標,--,國英數A,--,3,,,,*1.00,*1.25,*1.50,--,,50%,審查資料,--,50%,面試,--,20%,,,,,,,,,,一、學測數學A級分二、學測英文級分三、學測國文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、H、J、N)、學習歷程自述(P、Q) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分
東海大學,統計學系(巨量資料管理組),國文,--,--,英文,--,--,數學A,均標,5,國數A,--,3,,,,*1.50,*1.00,*2.00,--,,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、學測數學A級分二、面試三、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、J、N)、學習歷程自述(O、P) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分　三、學測英文級分
東海大學,統計學系(決策管理組),國文,--,--,英文,--,--,數學B,均標,5,國數B,--,3,,,,*1.50,*1.00,*2.00,--,,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、學測數學B級分二、面試三、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、J、N)、學習歷程自述(O、P) ,一、學測國文、英文、數學B之級分總和　二、學測數學B級分　三、學測英文級分
國立政治大學,統計學系(社會組),國文,前標,--,英文,前標,5,數學A,頂標,6,社會,--,--,國英數A社,--,3,*1.00,*1.00,*1.00,*1.00,--,40%,審查資料,--,40%,筆試,--,30%,,,,,,,,,,一、學測數學A級分二、審查資料三、學測英文級分四、筆試,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、H、I、J、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A、社會之級分總和　二、學測數學A級分　三、學測國文級分　四、學測英文級分
